SITE,DEPLOYMENT,NIGHT,SPECIES,COUNT,MLE
003-01754,003-017542,2016-07-20,NYHU,4.0,0.0291303
003-01754,003-017542,2016-07-20,PESU,1.0,0.2823421
003-01754,003-017542,2016-07-21,EPFU,0.0,1.0
003-01754,003-017542,2016-07-21,LABO,0.0,1.0
003-01754,003-017542,2016-07-21,LACI,0.0,1.0
003-01754,003-017542,2016-07-21,LANO,0.0,1.0
003-01754,003-017542,2016-07-21,MYLU,1.0,0.1715754
003-01754,003-017542,2016-07-21,MYSE,0.0,1.0
003-01754,003-017542,2016-07-21,NYHU,4.0,0.0028444
003-01754,003-017542,2016-07-21,PESU,0.0,1.0
003-01754,003-017542,2016-07-22,EPFU,6.0,3.03e-5
003-01754,003-017542,2016-07-22,LABO,2.0,0.1598576
003-01754,003-017542,2016-07-22,LACI,1.0,0.6870916
003-01754,003-017542,2016-07-22,LANO,1.0,1.0
003-01754,003-017542,2016-07-22,MYLU,3.0,0.0371981
003-01754,003-017542,2016-07-22,MYSE,0.0,1.0
003-01754,003-017542,2016-07-22,NYHU,8.0,7.964e-4
003-01754,003-017542,2016-07-22,PESU,1.0,0.4615116
003-01754,003-017542,2016-07-23,EPFU,6.0,4.5e-6
003-01754,003-017542,2016-07-23,LABO,1.0,0.4759975
003-01754,003-017542,2016-07-23,LACI,0.0,1.0
003-01754,003-017542,2016-07-23,LANO,0.0,1.0
003-01754,003-017542,2016-07-23,MYLU,2.0,0.1379021
003-01754,003-017542,2016-07-23,MYSE,0.0,1.0
003-01754,003-017542,2016-07-23,NYHU,5.0,0.0102551
003-01754,003-017542,2016-07-23,PESU,3.0,0.0026062
003-01754,003-017542,2016-07-24,EPFU,8.0,1e-7
003-01754,003-017542,2016-07-24,LABO,3.0,0.0052849
003-01754,003-017542,2016-07-24,LACI,0.0,1.0
003-01754,003-017542,2016-07-24,LANO,0.0,1.0
003-01754,003-017542,2016-07-24,MYLU,2.0,0.2312104
003-01754,003-017542,2016-07-24,MYSE,0.0,1.0
003-01754,003-017542,2016-07-24,NYHU,3.0,0.374762
003-01754,003-017542,2016-07-24,PESU,1.0,0.4719942
003-01758,003-017581,2016-07-18,EPFU,5.0,0.6802455
003-01758,003-017581,2016-07-18,LABO,80.0,0.0
003-01758,003-017581,2016-07-18,LACI,27.0,0.0
003-01758,003-017581,2016-07-18,LANO,14.0,0.0046534
003-01758,003-017581,2016-07-18,MYLU,35.0,0.0
003-01758,003-017581,2016-07-18,MYSE,2.0,0.6194185
003-01758,003-017581,2016-07-18,NYHU,58.0,2.5e-6
003-01758,003-017581,2016-07-18,PESU,10.0,0.1584308
003-01758,003-017581,2016-07-19,EPFU,8.0,0.2302464
003-01758,003-017581,2016-07-19,LABO,128.0,0.0
003-01758,003-017581,2016-07-19,LACI,49.0,0.0
003-01758,003-017581,2016-07-19,LANO,3.0,1.0
003-01758,003-017581,2016-07-19,MYLU,52.0,0.0
003-01758,003-017581,2016-07-19,MYSE,1.0,1.0
003-01758,003-017581,2016-07-19,NYHU,55.0,0.1352968
003-01758,003-017581,2016-07-19,PESU,25.0,1.23e-5
003-01758,003-017581,2016-07-20,EPFU,7.0,0.0876033
003-01758,003-017581,2016-07-20,LABO,144.0,0.0
003-01758,003-017581,2016-07-20,LACI,8.0,2.219e-4
003-01758,003-017581,2016-07-20,LANO,7.0,0.0680759
003-01758,003-017581,2016-07-20,MYLU,84.0,0.0
003-01758,003-017581,2016-07-20,MYSE,4.0,0.536264
003-01758,003-017581,2016-07-20,NYHU,43.0,1.0
003-01758,003-017581,2016-07-20,PESU,30.0,2e-7
003-01758,003-017581,2016-07-21,EPFU,8.0,0.0436658
003-01758,003-017581,2016-07-21,LABO,86.0,0.0
003-01758,003-017581,2016-07-21,LACI,25.0,0.0
003-01758,003-017581,2016-07-21,LANO,9.0,0.3068143
003-01758,003-017581,2016-07-21,MYLU,134.0,0.0
003-01758,003-017581,2016-07-21,MYSE,4.0,0.9232654
003-01758,003-017581,2016-07-21,NYHU,26.0,1.0
003-01758,003-017581,2016-07-21,PESU,49.0,0.0
003-01758,003-017581,2016-07-22,EPFU,8.0,0.0013252
003-01758,003-017581,2016-07-22,LABO,31.0,0.0
003-01758,003-017581,2016-07-22,LACI,6.0,0.0019482
003-01758,003-017581,2016-07-22,LANO,7.0,0.1024669
003-01758,003-017581,2016-07-22,MYLU,64.0,0.0
003-01758,003-017581,2016-07-22,MYSE,1.0,1.0
003-01758,003-017581,2016-07-22,NYHU,27.0,7.186e-4
003-01758,003-017581,2016-07-22,PESU,6.0,0.1115075
003-01758,003-017581,2016-07-23,EPFU,5.0,0.0118269
003-01758,003-017581,2016-07-23,LABO,29.0,0.0
003-01758,003-017581,2016-07-23,LACI,5.0,0.0013167
003-01758,003-017581,2016-07-23,LANO,3.0,0.6879537
003-01758,003-017581,2016-07-23,MYLU,69.0,0.0
003-01758,003-017581,2016-07-23,MYSE,2.0,0.9687706
003-01758,003-017581,2016-07-23,NYHU,32.0,5.5e-6
003-01758,003-017581,2016-07-23,PESU,7.0,0.0312724
003-01758,003-017581,2016-07-24,EPFU,5.0,0.0030841
003-01758,003-017581,2016-07-24,LABO,22.0,0.0
003-01758,003-017581,2016-07-24,LACI,6.0,6.03e-5
003-01758,003-017581,2016-07-24,LANO,1.0,1.0
003-01758,003-017581,2016-07-24,MYLU,42.0,0.0
003-01758,003-017581,2016-07-24,MYSE,2.0,0.7022941
003-01758,003-017581,2016-07-24,NYHU,7.0,0.9951588
003-01758,003-017581,2016-07-24,PESU,1.0,1.0
003-01758,003-017582,2016-07-18,EPFU,4.0,0.6091988
003-01758,003-017582,2016-07-18,LABO,87.0,0.0
003-01758,003-017582,2016-07-18,LACI,18.0,0.0
003-01758,003-017582,2016-07-18,LANO,7.0,0.2296122
003-01758,003-017582,2016-07-18,MYLU,66.0,0.0
003-01758,003-017582,2016-07-18,MYSE,0.0,1.0
003-01758,003-017582,2016-07-18,NYHU,73.0,0.0
003-01758,003-017582,2016-07-18,PESU,6.0,0.9887859
003-01758,003-017582,2016-07-19,EPFU,3.0,1.0
003-01758,003-017582,2016-07-19,LABO,83.0,0.0
003-01758,003-017582,2016-07-19,LACI,46.0,0.0
003-01758,003-017582,2016-07-19,LANO,10.0,0.54191
003-01758,003-017582,2016-07-19,MYLU,46.0,0.0
003-01758,003-017582,2016-07-19,MYSE,12.0,1e-7
003-01758,003-017582,2016-07-19,NYHU,84.0,0.0
003-01758,003-017582,2016-07-19,PESU,5.0,1.0
003-01758,003-017582,2016-07-20,EPFU,2.0,0.9688849
003-01758,003-017582,2016-07-20,LABO,66.0,0.0
003-01758,003-017582,2016-07-20,LACI,10.0,0.0
003-01758,003-017582,2016-07-20,LANO,6.0,0.0661014
003-01758,003-017582,2016-07-20,MYLU,61.0,0.0
003-01758,003-017582,2016-07-20,MYSE,5.0,0.081659
003-01758,003-017582,2016-07-20,NYHU,106.0,0.0
003-01758,003-017582,2016-07-20,PESU,6.0,0.8762667
003-01758,003-017582,2016-07-21,EPFU,5.0,0.3063685
003-01758,003-017582,2016-07-21,LABO,58.0,0.0
003-01758,003-017582,2016-07-21,LACI,26.0,0.0
003-01758,003-017582,2016-07-21,LANO,7.0,0.5698546
003-01758,003-017582,2016-07-21,MYLU,75.0,0.0
003-01758,003-017582,2016-07-21,MYSE,3.0,0.7395703
003-01758,003-017582,2016-07-21,NYHU,27.0,0.1729267
003-01758,003-017582,2016-07-21,PESU,10.0,0.0261035
003-01758,003-017582,2016-07-22,EPFU,5.0,0.0134787
003-01758,003-017582,2016-07-22,LABO,35.0,0.0
003-01758,003-017582,2016-07-22,LACI,4.0,0.0105611
003-01758,003-017582,2016-07-22,LANO,3.0,0.6157874
003-01758,003-017582,2016-07-22,MYLU,64.0,0.0
003-01758,003-017582,2016-07-22,MYSE,2.0,0.9426386
003-01758,003-017582,2016-07-22,NYHU,38.0,5e-7
003-01758,003-017582,2016-07-22,PESU,6.0,0.1714886
003-01758,003-017582,2016-07-23,EPFU,0.0,1.0
003-01758,003-017582,2016-07-23,LABO,46.0,0.0
003-01758,003-017582,2016-07-23,LACI,7.0,3.8e-6
003-01758,003-017582,2016-07-23,LANO,4.0,0.1702794
003-01758,003-017582,2016-07-23,MYLU,45.0,0.0
003-01758,003-017582,2016-07-23,MYSE,1.0,1.0
003-01758,003-017582,2016-07-23,NYHU,46.0,2e-7
003-01758,003-017582,2016-07-23,PESU,10.0,0.0103623
003-01758,003-017582,2016-07-24,EPFU,1.0,0.9588237
003-01758,003-017582,2016-07-24,LABO,28.0,0.0
003-01758,003-017582,2016-07-24,LACI,7.0,5e-7
003-01758,003-017582,2016-07-24,LANO,2.0,0.7870234
003-01758,003-017582,2016-07-24,MYLU,56.0,0.0
003-01758,003-017582,2016-07-24,MYSE,0.0,1.0
003-01758,003-017582,2016-07-24,NYHU,16.0,0.1697576
003-01758,003-017582,2016-07-24,PESU,5.0,0.1770707
003-01766,003-017661,2016-07-19,EPFU,2.0,0.1654233
003-01766,003-017661,2016-07-19,LABO,9.0,0.0
003-01766,003-017661,2016-07-19,LACI,3.0,0.006843
003-01766,003-017661,2016-07-19,LANO,1.0,0.9809855
003-01766,003-017661,2016-07-19,MYLU,2.0,0.7063532
003-01766,003-017661,2016-07-19,MYSE,0.0,1.0
003-01766,003-017661,2016-07-19,NYHU,4.0,0.8287428
003-01766,003-017661,2016-07-19,PESU,1.0,0.8592433
003-01766,003-017661,2016-07-20,EPFU,0.0,1.0
003-01766,003-017661,2016-07-20,LABO,1.0,0.308721
003-01766,003-017661,2016-07-20,LACI,1.0,0.0577399
003-01766,003-017661,2016-07-20,LANO,0.0,1.0
003-01766,003-017661,2016-07-20,MYLU,0.0,1.0
003-01766,003-017661,2016-07-20,MYSE,0.0,1.0
003-01766,003-017661,2016-07-20,NYHU,4.0,0.0185279
003-01766,003-017661,2016-07-20,PESU,0.0,1.0
003-01766,003-017661,2016-07-21,EPFU,2.0,0.0967516
003-01766,003-017661,2016-07-21,LABO,1.0,0.3726051
003-01766,003-017661,2016-07-21,LACI,2.0,0.0528551
003-01766,003-017661,2016-07-21,LANO,1.0,0.9483215
003-01766,003-017661,2016-07-21,MYLU,0.0,1.0
003-01766,003-017661,2016-07-21,MYSE,0.0,1.0
003-01766,003-017661,2016-07-21,NYHU,5.0,0.0048879
003-01766,003-017661,2016-07-21,PESU,0.0,1.0
003-01766,003-017661,2016-07-22,EPFU,7.0,5.4e-6
003-01766,003-017661,2016-07-22,LABO,7.0,8e-7
003-01766,003-017661,2016-07-22,LACI,1.0,0.7597994
003-01766,003-017661,2016-07-22,LANO,1.0,1.0
003-01766,003-017661,2016-07-22,MYLU,0.0,1.0
003-01766,003-017661,2016-07-22,MYSE,0.0,1.0
003-01766,003-017661,2016-07-22,NYHU,9.0,0.0090373
003-01766,003-017661,2016-07-22,PESU,0.0,1.0
003-01766,003-017661,2016-07-23,EPFU,4.0,6.759e-4
003-01766,003-017661,2016-07-23,LABO,2.0,0.0035559
003-01766,003-017661,2016-07-23,LACI,2.0,0.1014012
003-01766,003-017661,2016-07-23,LANO,0.0,1.0
003-01766,003-017661,2016-07-23,MYLU,0.0,1.0
003-01766,003-017661,2016-07-23,MYSE,0.0,1.0
003-01766,003-017661,2016-07-23,NYHU,0.0,1.0
003-01766,003-017661,2016-07-23,PESU,0.0,1.0
003-01766,003-017661,2016-07-24,EPFU,2.0,0.4388409
003-01766,003-017661,2016-07-24,LABO,1.0,0.268376
003-01766,003-017661,2016-07-24,LACI,1.0,0.6706495
003-01766,003-017661,2016-07-24,LANO,5.0,0.0109548
003-01766,003-017661,2016-07-24,MYLU,1.0,0.362273
003-01766,003-017661,2016-07-24,MYSE,0.0,1.0
003-01766,003-017661,2016-07-24,NYHU,2.0,0.2650336
003-01766,003-017661,2016-07-24,PESU,0.0,1.0
003-01766,003-017662,2016-07-19,EPFU,0.0,1.0
003-01766,003-017662,2016-07-19,LABO,6.0,0.0
003-01766,003-017662,2016-07-19,LACI,7.0,0.0
003-01766,003-017662,2016-07-19,LANO,0.0,1.0
003-01766,003-017662,2016-07-19,MYLU,0.0,1.0
003-01766,003-017662,2016-07-19,MYSE,0.0,1.0
003-01766,003-017662,2016-07-19,NYHU,1.0,1.0
003-01766,003-017662,2016-07-19,PESU,0.0,1.0
003-01766,003-017662,2016-07-20,EPFU,0.0,1.0
003-01766,003-017662,2016-07-20,LABO,3.0,0.0039346
003-01766,003-017662,2016-07-20,LACI,1.0,0.0658999
003-01766,003-017662,2016-07-20,LANO,0.0,1.0
003-01766,003-017662,2016-07-20,MYLU,0.0,1.0
003-01766,003-017662,2016-07-20,MYSE,0.0,1.0
003-01766,003-017662,2016-07-20,NYHU,5.0,0.039495
003-01766,003-017662,2016-07-20,PESU,0.0,1.0
003-01766,003-017662,2016-07-21,EPFU,0.0,1.0
003-01766,003-017662,2016-07-21,LABO,5.0,3.2e-6
003-01766,003-017662,2016-07-21,LACI,0.0,1.0
003-01766,003-017662,2016-07-21,LANO,1.0,0.1948765
003-01766,003-017662,2016-07-21,MYLU,1.0,0.8143784
003-01766,003-017662,2016-07-21,MYSE,0.0,1.0
003-01766,003-017662,2016-07-21,NYHU,1.0,1.0
003-01766,003-017662,2016-07-21,PESU,0.0,1.0
003-01766,003-017662,2016-07-22,EPFU,2.0,0.1532415
003-01766,003-017662,2016-07-22,LABO,15.0,0.0
003-01766,003-017662,2016-07-22,LACI,1.0,0.4438402
003-01766,003-017662,2016-07-22,LANO,1.0,0.8639919
003-01766,003-017662,2016-07-22,MYLU,0.0,1.0
003-01766,003-017662,2016-07-22,MYSE,0.0,1.0
003-01766,003-017662,2016-07-22,NYHU,11.0,0.0638322
003-01766,003-017662,2016-07-22,PESU,1.0,0.9930716
003-01766,003-017662,2016-07-23,EPFU,2.0,0.1210874
003-01766,003-017662,2016-07-23,LABO,6.0,2e-7
003-01766,003-017662,2016-07-23,LACI,2.0,0.0587161
003-01766,003-017662,2016-07-23,LANO,1.0,0.9438448
003-01766,003-017662,2016-07-23,MYLU,0.0,1.0
003-01766,003-017662,2016-07-23,MYSE,1.0,0.0543917
003-01766,003-017662,2016-07-23,NYHU,3.0,0.6980974
003-01766,003-017662,2016-07-23,PESU,0.0,1.0
003-01766,003-017662,2016-07-24,EPFU,9.0,5e-7
003-01766,003-017662,2016-07-24,LABO,11.0,0.0
003-01766,003-017662,2016-07-24,LACI,0.0,1.0
003-01766,003-017662,2016-07-24,LANO,2.0,0.9966875
003-01766,003-017662,2016-07-24,MYLU,2.0,0.8430087
003-01766,003-017662,2016-07-24,MYSE,0.0,1.0
003-01766,003-017662,2016-07-24,NYHU,9.0,0.1008828
003-01766,003-017662,2016-07-24,PESU,1.0,0.9435724
003-01769,003-017691,2016-07-19,EPFU,0.0,1.0
003-01769,003-017691,2016-07-19,LABO,3.0,0.0082148
003-01769,003-017691,2016-07-19,LACI,0.0,1.0
003-01769,003-017691,2016-07-19,LANO,1.0,0.1948328
003-01769,003-017691,2016-07-19,MYLU,2.0,0.3011394
003-01769,003-017691,2016-07-19,MYSE,0.0,1.0
003-01769,003-017691,2016-07-19,NYHU,5.0,0.0696512
003-01769,003-017691,2016-07-19,PESU,3.0,0.0116025
003-01769,003-017691,2016-07-20,EPFU,0.0,1.0
003-01769,003-017691,2016-07-20,LABO,0.0,1.0
003-01769,003-017691,2016-07-20,LACI,0.0,1.0
003-01769,003-017691,2016-07-20,LANO,0.0,1.0
003-01769,003-017691,2016-07-20,MYLU,0.0,1.0
003-01769,003-017691,2016-07-20,MYSE,0.0,1.0
003-01769,003-017691,2016-07-20,NYHU,0.0,1.0
003-01769,003-017691,2016-07-20,PESU,1.0,0.0418401
003-01769,003-017691,2016-07-21,EPFU,1.0,0.1271714
003-01769,003-017691,2016-07-21,LABO,0.0,1.0
003-01769,003-017691,2016-07-21,LACI,0.0,1.0
003-01769,003-017691,2016-07-21,LANO,0.0,1.0
003-01769,003-017691,2016-07-21,MYLU,1.0,0.1760496
003-01769,003-017691,2016-07-21,MYSE,0.0,1.0
003-01769,003-017691,2016-07-21,NYHU,1.0,0.2825065
003-01769,003-017691,2016-07-21,PESU,1.0,0.0704752
003-01769,003-017691,2016-07-22,EPFU,2.0,0.0233895
003-01769,003-017691,2016-07-22,LABO,4.0,0.0028881
003-01769,003-017691,2016-07-22,LACI,0.0,1.0
003-01769,003-017691,2016-07-22,LANO,0.0,1.0
003-01769,003-017691,2016-07-22,MYLU,3.0,0.09418
003-01769,003-017691,2016-07-22,MYSE,1.0,0.2081986
003-01769,003-017691,2016-07-22,NYHU,8.0,0.0064364
003-01769,003-017691,2016-07-22,PESU,1.0,0.6306079
003-01769,003-017691,2016-07-23,EPFU,0.0,1.0
003-01769,003-017691,2016-07-23,LABO,1.0,0.2975881
003-01769,003-017691,2016-07-23,LACI,0.0,1.0
003-01769,003-017691,2016-07-23,LANO,0.0,1.0
003-01769,003-017691,2016-07-23,MYLU,0.0,1.0
003-01769,003-017691,2016-07-23,MYSE,0.0,1.0
003-01769,003-017691,2016-07-23,NYHU,4.0,0.0223636
003-01769,003-017691,2016-07-23,PESU,1.0,0.260809
003-01769,003-017691,2016-07-24,EPFU,2.0,0.0161726
003-01769,003-017691,2016-07-24,LABO,0.0,1.0
003-01769,003-017691,2016-07-24,LACI,0.0,1.0
003-01769,003-017691,2016-07-24,LANO,0.0,1.0
003-01769,003-017691,2016-07-24,MYLU,0.0,1.0
003-01769,003-017691,2016-07-24,MYSE,0.0,1.0
003-01769,003-017691,2016-07-24,NYHU,3.0,0.0126364
003-01769,003-017691,2016-07-24,PESU,1.0,0.1029165
003-01769,003-017692,2016-07-19,EPFU,0.0,1.0
003-01769,003-017692,2016-07-19,LABO,3.0,0.0021659
003-01769,003-017692,2016-07-19,LACI,0.0,1.0
003-01769,003-017692,2016-07-19,LANO,3.0,0.0073997
003-01769,003-017692,2016-07-19,MYLU,0.0,1.0
003-01769,003-017692,2016-07-19,MYSE,0.0,1.0
003-01769,003-017692,2016-07-19,NYHU,4.0,0.129246
003-01769,003-017692,2016-07-19,PESU,1.0,0.4622947
003-01769,003-017692,2016-07-20,EPFU,0.0,1.0
003-01769,003-017692,2016-07-20,LABO,5.0,7.32e-5
003-01769,003-017692,2016-07-20,LACI,1.0,0.0791737
003-01769,003-017692,2016-07-20,LANO,0.0,1.0
003-01769,003-017692,2016-07-20,MYLU,3.0,0.1348044
003-01769,003-017692,2016-07-20,MYSE,0.0,1.0
003-01769,003-017692,2016-07-20,NYHU,4.0,0.3923061
003-01769,003-017692,2016-07-20,PESU,2.0,0.1631845
003-01769,003-017692,2016-07-21,EPFU,0.0,1.0
003-01769,003-017692,2016-07-21,LABO,2.0,0.0602457
003-01769,003-017692,2016-07-21,LACI,5.0,1.47e-5
003-01769,003-017692,2016-07-21,LANO,2.0,0.6026717
003-01769,003-017692,2016-07-21,MYLU,1.0,0.5769993
003-01769,003-017692,2016-07-21,MYSE,0.0,1.0
003-01769,003-017692,2016-07-21,NYHU,5.0,0.0219858
003-01769,003-017692,2016-07-21,PESU,0.0,1.0
003-01769,003-017692,2016-07-22,EPFU,2.0,0.1038836
003-01769,003-017692,2016-07-22,LABO,6.0,2.334e-4
003-01769,003-017692,2016-07-22,LACI,1.0,0.4019684
003-01769,003-017692,2016-07-22,LANO,1.0,0.8768173
003-01769,003-017692,2016-07-22,MYLU,5.0,0.0112326
003-01769,003-017692,2016-07-22,MYSE,0.0,1.0
003-01769,003-017692,2016-07-22,NYHU,12.0,3.477e-4
003-01769,003-017692,2016-07-22,PESU,0.0,1.0
003-01769,003-017692,2016-07-23,EPFU,2.0,0.2150772
003-01769,003-017692,2016-07-23,LABO,6.0,9.21e-5
003-01769,003-017692,2016-07-23,LACI,2.0,0.086873
003-01769,003-017692,2016-07-23,LANO,2.0,0.5109559
003-01769,003-017692,2016-07-23,MYLU,4.0,0.0636823
003-01769,003-017692,2016-07-23,MYSE,0.0,1.0
003-01769,003-017692,2016-07-23,NYHU,11.0,0.0014975
003-01769,003-017692,2016-07-23,PESU,2.0,0.2615191
003-01769,003-017692,2016-07-24,EPFU,2.0,0.0728857
003-01769,003-017692,2016-07-24,LABO,2.0,0.2660902
003-01769,003-017692,2016-07-24,LACI,0.0,1.0
003-01769,003-017692,2016-07-24,LANO,1.0,0.7995488
003-01769,003-017692,2016-07-24,MYLU,4.0,0.0050614
003-01769,003-017692,2016-07-24,MYSE,1.0,0.2552069
003-01769,003-017692,2016-07-24,NYHU,11.0,1.19e-5
003-01769,003-017692,2016-07-24,PESU,0.0,1.0
003-01781,003-017811,2016-07-18,EPFU,0.0,1.0
003-01781,003-017811,2016-07-18,LABO,26.0,0.0
003-01781,003-017811,2016-07-18,LACI,2.0,0.0988288
003-01781,003-017811,2016-07-18,LANO,3.0,0.0551577
003-01781,003-017811,2016-07-18,MYLU,1.0,1.0
003-01781,003-017811,2016-07-18,MYSE,0.0,1.0
003-01781,003-017811,2016-07-18,NYHU,28.0,1.02e-5
003-01781,003-017811,2016-07-18,PESU,2.0,0.964316
003-01781,003-017811,2016-07-19,EPFU,1.0,0.8400033
003-01781,003-017811,2016-07-19,LABO,15.0,0.0
003-01781,003-017811,2016-07-19,LACI,4.0,7.073e-4
003-01781,003-017811,2016-07-19,LANO,2.0,0.5445417
003-01781,003-017811,2016-07-19,MYLU,1.0,1.0
003-01781,003-017811,2016-07-19,MYSE,0.0,1.0
003-01781,003-017811,2016-07-19,NYHU,11.0,0.0661601
003-01781,003-017811,2016-07-19,PESU,0.0,1.0
003-01781,003-017811,2016-07-20,EPFU,1.0,0.3760111
003-01781,003-017811,2016-07-20,LABO,0.0,1.0
003-01781,003-017811,2016-07-20,LACI,0.0,1.0
003-01781,003-017811,2016-07-20,LANO,1.0,0.5750692
003-01781,003-017811,2016-07-20,MYLU,0.0,1.0
003-01781,003-017811,2016-07-20,MYSE,0.0,1.0
003-01781,003-017811,2016-07-20,NYHU,6.0,1.374e-4
003-01781,003-017811,2016-07-20,PESU,1.0,0.1842986
003-01781,003-017811,2016-07-21,EPFU,0.0,1.0
003-01781,003-017811,2016-07-21,LABO,1.0,0.369539
003-01781,003-017811,2016-07-21,LACI,1.0,0.4759856
003-01781,003-017811,2016-07-21,LANO,4.0,0.0041416
003-01781,003-017811,2016-07-21,MYLU,1.0,0.3970591
003-01781,003-017811,2016-07-21,MYSE,0.0,1.0
003-01781,003-017811,2016-07-21,NYHU,4.0,0.023549
003-01781,003-017811,2016-07-21,PESU,0.0,1.0
003-01781,003-017811,2016-07-22,EPFU,1.0,0.6028941
003-01781,003-017811,2016-07-22,LABO,0.0,1.0
003-01781,003-017811,2016-07-22,LACI,1.0,0.3738814
003-01781,003-017811,2016-07-22,LANO,2.0,0.2532629
003-01781,003-017811,2016-07-22,MYLU,4.0,2.751e-4
003-01781,003-017811,2016-07-22,MYSE,0.0,1.0
003-01781,003-017811,2016-07-22,NYHU,5.0,0.001022
003-01781,003-017811,2016-07-22,PESU,1.0,0.1954324
003-01781,003-017811,2016-07-23,EPFU,1.0,0.3760111
003-01781,003-017811,2016-07-23,LABO,0.0,1.0
003-01781,003-017811,2016-07-23,LACI,0.0,1.0
003-01781,003-017811,2016-07-23,LANO,1.0,0.5750692
003-01781,003-017811,2016-07-23,MYLU,2.0,0.0113519
003-01781,003-017811,2016-07-23,MYSE,0.0,1.0
003-01781,003-017811,2016-07-23,NYHU,0.0,1.0
003-01781,003-017811,2016-07-23,PESU,1.0,0.0547804
003-01781,003-017812,2016-07-18,EPFU,0.0,1.0
003-01781,003-017812,2016-07-18,LABO,3.0,0.013934
003-01781,003-017812,2016-07-18,LACI,134.0,0.0
003-01781,003-017812,2016-07-18,LANO,6.0,1.0
003-01781,003-017812,2016-07-18,MYLU,2.0,0.2616298
003-01781,003-017812,2016-07-18,MYSE,0.0,1.0
003-01781,003-017812,2016-07-18,NYHU,7.0,0.0074651
003-01781,003-017812,2016-07-18,PESU,1.0,0.5309015
003-01781,003-017812,2016-07-19,EPFU,1.0,1.0
003-01781,003-017812,2016-07-19,LABO,3.0,5.422e-4
003-01781,003-017812,2016-07-19,LACI,86.0,0.0
003-01781,003-017812,2016-07-19,LANO,2.0,1.0
003-01781,003-017812,2016-07-19,MYLU,0.0,1.0
003-01781,003-017812,2016-07-19,MYSE,0.0,1.0
003-01781,003-017812,2016-07-19,NYHU,2.0,0.6680836
003-01781,003-017812,2016-07-19,PESU,1.0,0.4310696
003-01781,003-017812,2016-07-20,EPFU,0.0,1.0
003-01781,003-017812,2016-07-20,LABO,1.0,0.3087919
003-01781,003-017812,2016-07-20,LACI,40.0,0.0
003-01781,003-017812,2016-07-20,LANO,3.0,1.0
003-01781,003-017812,2016-07-20,MYLU,0.0,1.0
003-01781,003-017812,2016-07-20,MYSE,0.0,1.0
003-01781,003-017812,2016-07-20,NYHU,4.0,0.0185132
003-01781,003-017812,2016-07-20,PESU,0.0,1.0
003-01781,003-017812,2016-07-21,EPFU,0.0,1.0
003-01781,003-017812,2016-07-21,LABO,0.0,1.0
003-01781,003-017812,2016-07-21,LACI,152.0,0.0
003-01781,003-017812,2016-07-21,LANO,2.0,1.0
003-01781,003-017812,2016-07-21,MYLU,0.0,1.0
003-01781,003-017812,2016-07-21,MYSE,0.0,1.0
003-01781,003-017812,2016-07-21,NYHU,1.0,0.2154214
003-01781,003-017812,2016-07-21,PESU,0.0,1.0
003-01781,003-017812,2016-07-22,EPFU,0.0,1.0
003-01781,003-017812,2016-07-22,LABO,6.0,0.001526
003-01781,003-017812,2016-07-22,LACI,18.0,0.0
003-01781,003-017812,2016-07-22,LANO,0.0,1.0
003-01781,003-017812,2016-07-22,MYLU,14.0,0.0
003-01781,003-017812,2016-07-22,MYSE,0.0,1.0
003-01781,003-017812,2016-07-22,NYHU,9.0,0.0099794
003-01781,003-017812,2016-07-22,PESU,1.0,0.7904318
003-01781,003-017812,2016-07-23,EPFU,0.0,1.0
003-01781,003-017812,2016-07-23,LABO,2.0,0.039195
003-01781,003-017812,2016-07-23,LACI,29.0,0.0
003-01781,003-017812,2016-07-23,LANO,2.0,1.0
003-01781,003-017812,2016-07-23,MYLU,2.0,0.1444123
003-01781,003-017812,2016-07-23,MYSE,0.0,1.0
003-01781,003-017812,2016-07-23,NYHU,2.0,0.5246186
003-01781,003-017812,2016-07-23,PESU,1.0,0.3545974
003-01785,003-017851,2016-07-19,EPFU,0.0,1.0
003-01785,003-017851,2016-07-19,LABO,0.0,1.0
003-01785,003-017851,2016-07-19,LACI,0.0,1.0
003-01785,003-017851,2016-07-19,LANO,0.0,1.0
003-01785,003-017851,2016-07-19,MYLU,1.0,0.0764973
003-01785,003-017851,2016-07-19,MYSE,0.0,1.0
003-01785,003-017851,2016-07-19,NYHU,0.0,1.0
003-01785,003-017851,2016-07-19,PESU,0.0,1.0
003-01785,003-017851,2016-07-20,EPFU,0.0,1.0
003-01785,003-017851,2016-07-20,LABO,0.0,1.0
003-01785,003-017851,2016-07-20,LACI,14.0,0.0
003-01785,003-017851,2016-07-20,LANO,5.0,0.3651626
003-01785,003-017851,2016-07-20,MYLU,0.0,1.0
003-01785,003-017851,2016-07-20,MYSE,0.0,1.0
003-01785,003-017851,2016-07-20,NYHU,0.0,1.0
003-01785,003-017851,2016-07-20,PESU,0.0,1.0
003-01785,003-017851,2016-07-21,EPFU,0.0,1.0
003-01785,003-017851,2016-07-21,LABO,0.0,1.0
003-01785,003-017851,2016-07-21,LACI,0.0,1.0
003-01785,003-017851,2016-07-21,LANO,0.0,1.0
003-01785,003-017851,2016-07-21,MYLU,0.0,1.0
003-01785,003-017851,2016-07-21,MYSE,0.0,1.0
003-01785,003-017851,2016-07-21,NYHU,0.0,1.0
