SITE,DEPLOYMENT,NIGHT,SPECIES,COUNT,MLE
001-00157,001-001572,2016-07-10,NYHU,0.0,1.0
001-00157,001-001572,2016-07-10,PESU,2.0,0.0128512
001-00209,001-002091,2016-07-03,EPFU,0.0,1.0
001-00209,001-002091,2016-07-03,LABO,0.0,1.0
001-00209,001-002091,2016-07-03,LACI,0.0,1.0
001-00209,001-002091,2016-07-03,LANO,0.0,1.0
001-00209,001-002091,2016-07-03,MYLU,0.0,1.0
001-00209,001-002091,2016-07-03,MYSE,2.0,4.837e-4
001-00209,001-002091,2016-07-03,NYHU,0.0,1.0
001-00209,001-002091,2016-07-03,PESU,0.0,1.0
001-00209,001-002091,2016-07-04,EPFU,1.0,0.1272515
001-00209,001-002091,2016-07-04,LABO,0.0,1.0
001-00209,001-002091,2016-07-04,LACI,0.0,1.0
001-00209,001-002091,2016-07-04,LANO,0.0,1.0
001-00209,001-002091,2016-07-04,MYLU,0.0,1.0
001-00209,001-002091,2016-07-04,MYSE,3.0,1.06e-5
001-00209,001-002091,2016-07-04,NYHU,0.0,1.0
001-00209,001-002091,2016-07-04,PESU,0.0,1.0
001-00209,001-002091,2016-07-05,EPFU,0.0,1.0
001-00209,001-002091,2016-07-05,LABO,0.0,1.0
001-00209,001-002091,2016-07-05,LACI,0.0,1.0
001-00209,001-002091,2016-07-05,LANO,1.0,0.1943724
001-00209,001-002091,2016-07-05,MYLU,0.0,1.0
001-00209,001-002091,2016-07-05,MYSE,2.0,4.976e-4
001-00209,001-002091,2016-07-05,NYHU,0.0,1.0
001-00209,001-002091,2016-07-05,PESU,0.0,1.0
001-00209,001-002091,2016-07-06,EPFU,3.0,0.0098547
001-00209,001-002091,2016-07-06,LABO,0.0,1.0
001-00209,001-002091,2016-07-06,LACI,0.0,1.0
001-00209,001-002091,2016-07-06,LANO,1.0,0.9296325
001-00209,001-002091,2016-07-06,MYLU,0.0,1.0
001-00209,001-002091,2016-07-06,MYSE,2.0,4.897e-4
001-00209,001-002091,2016-07-06,NYHU,0.0,1.0
001-00209,001-002091,2016-07-06,PESU,0.0,1.0
001-00209,001-002091,2016-07-07,EPFU,0.0,1.0
001-00209,001-002091,2016-07-07,LABO,0.0,1.0
001-00209,001-002091,2016-07-07,LACI,0.0,1.0
001-00209,001-002091,2016-07-07,LANO,0.0,1.0
001-00209,001-002091,2016-07-07,MYLU,0.0,1.0
001-00209,001-002091,2016-07-07,MYSE,8.0,0.0
001-00209,001-002091,2016-07-07,NYHU,0.0,1.0
001-00209,001-002091,2016-07-07,PESU,0.0,1.0
001-00209,001-002091,2016-07-08,EPFU,2.0,0.0667449
001-00209,001-002091,2016-07-08,LABO,0.0,1.0
001-00209,001-002091,2016-07-08,LACI,0.0,1.0
001-00209,001-002091,2016-07-08,LANO,1.0,0.8011757
001-00209,001-002091,2016-07-08,MYLU,2.0,0.005712
001-00209,001-002091,2016-07-08,MYSE,6.0,0.0
001-00209,001-002091,2016-07-08,NYHU,0.0,1.0
001-00209,001-002091,2016-07-08,PESU,0.0,1.0
001-00209,001-002091,2016-07-09,EPFU,0.0,1.0
001-00209,001-002091,2016-07-09,LABO,0.0,1.0
001-00209,001-002091,2016-07-09,LACI,0.0,1.0
001-00209,001-002091,2016-07-09,LANO,1.0,0.1943577
001-00209,001-002091,2016-07-09,MYLU,0.0,1.0
001-00209,001-002091,2016-07-09,MYSE,1.0,0.0226252
001-00209,001-002091,2016-07-09,NYHU,0.0,1.0
001-00209,001-002091,2016-07-09,PESU,0.0,1.0
001-00209,001-002091,2016-07-10,EPFU,1.0,0.5682106
001-00209,001-002091,2016-07-10,LABO,0.0,1.0
001-00209,001-002091,2016-07-10,LACI,0.0,1.0
001-00209,001-002091,2016-07-10,LANO,2.0,0.1687006
001-00209,001-002091,2016-07-10,MYLU,0.0,1.0
001-00209,001-002091,2016-07-10,MYSE,5.0,0.0
001-00209,001-002091,2016-07-10,NYHU,0.0,1.0
001-00209,001-002091,2016-07-10,PESU,0.0,1.0
001-00209,001-002092,2016-07-03,EPFU,1.0,0.4885085
001-00209,001-002092,2016-07-03,LABO,2.0,0.0031162
001-00209,001-002092,2016-07-03,LACI,2.0,0.0313459
001-00209,001-002092,2016-07-03,LANO,1.0,0.8384647
001-00209,001-002092,2016-07-03,MYLU,0.0,1.0
001-00209,001-002092,2016-07-03,MYSE,0.0,1.0
001-00209,001-002092,2016-07-03,NYHU,0.0,1.0
001-00209,001-002092,2016-07-03,PESU,0.0,1.0
001-00209,001-002092,2016-07-04,EPFU,3.0,0.1180499
001-00209,001-002092,2016-07-04,LABO,2.0,0.0059793
001-00209,001-002092,2016-07-04,LACI,11.0,0.0
001-00209,001-002092,2016-07-04,LANO,2.0,1.0
001-00209,001-002092,2016-07-04,MYLU,0.0,1.0
001-00209,001-002092,2016-07-04,MYSE,0.0,1.0
001-00209,001-002092,2016-07-04,NYHU,1.0,0.8854626
001-00209,001-002092,2016-07-04,PESU,0.0,1.0
001-00209,001-002092,2016-07-05,EPFU,3.0,0.0948727
001-00209,001-002092,2016-07-05,LABO,0.0,1.0
001-00209,001-002092,2016-07-05,LACI,11.0,0.0
001-00209,001-002092,2016-07-05,LANO,1.0,1.0
001-00209,001-002092,2016-07-05,MYLU,0.0,1.0
001-00209,001-002092,2016-07-05,MYSE,0.0,1.0
001-00209,001-002092,2016-07-05,NYHU,0.0,1.0
001-00209,001-002092,2016-07-05,PESU,0.0,1.0
001-00209,001-002092,2016-07-06,EPFU,7.0,3.534e-4
001-00209,001-002092,2016-07-06,LABO,3.0,3.269e-4
001-00209,001-002092,2016-07-06,LACI,6.0,3.449e-4
001-00209,001-002092,2016-07-06,LANO,4.0,0.6384124
001-00209,001-002092,2016-07-06,MYLU,0.0,1.0
001-00209,001-002092,2016-07-06,MYSE,0.0,1.0
001-00209,001-002092,2016-07-06,NYHU,1.0,0.9816482
001-00209,001-002092,2016-07-06,PESU,0.0,1.0
001-00209,001-002092,2016-07-07,EPFU,6.0,1.0
001-00209,001-002092,2016-07-07,LABO,1.0,0.191749
001-00209,001-002092,2016-07-07,LACI,117.0,0.0
001-00209,001-002092,2016-07-07,LANO,4.0,1.0
001-00209,001-002092,2016-07-07,MYLU,1.0,0.2722259
001-00209,001-002092,2016-07-07,MYSE,0.0,1.0
001-00209,001-002092,2016-07-07,NYHU,0.0,1.0
001-00209,001-002092,2016-07-07,PESU,0.0,1.0
001-00209,001-002092,2016-07-08,EPFU,12.0,0.0
001-00209,001-002092,2016-07-08,LABO,2.0,0.0303817
001-00209,001-002092,2016-07-08,LACI,5.0,0.0095257
001-00209,001-002092,2016-07-08,LANO,4.0,0.9127737
001-00209,001-002092,2016-07-08,MYLU,0.0,1.0
001-00209,001-002092,2016-07-08,MYSE,0.0,1.0
001-00209,001-002092,2016-07-08,NYHU,3.0,0.1664099
001-00209,001-002092,2016-07-08,PESU,0.0,1.0
001-00209,001-002092,2016-07-09,EPFU,10.0,5.1e-6
001-00209,001-002092,2016-07-09,LABO,0.0,1.0
001-00209,001-002092,2016-07-09,LACI,13.0,0.0
001-00209,001-002092,2016-07-09,LANO,4.0,0.9972725
001-00209,001-002092,2016-07-09,MYLU,0.0,1.0
001-00209,001-002092,2016-07-09,MYSE,0.0,1.0
001-00209,001-002092,2016-07-09,NYHU,1.0,0.2169155
001-00209,001-002092,2016-07-09,PESU,0.0,1.0
001-00209,001-002092,2016-07-10,EPFU,4.0,0.0246139
001-00209,001-002092,2016-07-10,LABO,0.0,1.0
001-00209,001-002092,2016-07-10,LACI,2.0,0.2112581
001-00209,001-002092,2016-07-10,LANO,4.0,0.1740659
001-00209,001-002092,2016-07-10,MYLU,0.0,1.0
001-00209,001-002092,2016-07-10,MYSE,0.0,1.0
001-00209,001-002092,2016-07-10,NYHU,0.0,1.0
001-00209,001-002092,2016-07-10,PESU,0.0,1.0
002-00872,002-008721,2016-08-01,EPFU,39.0,0.0
002-00872,002-008721,2016-08-01,LABO,0.0,1.0
002-00872,002-008721,2016-08-01,LACI,6.0,0.6892205
002-00872,002-008721,2016-08-01,LANO,47.0,0.0
002-00872,002-008721,2016-08-01,MYLU,2.0,0.0059676
002-00872,002-008721,2016-08-01,MYSE,0.0,1.0
002-00872,002-008721,2016-08-01,NYHU,0.0,1.0
002-00872,002-008721,2016-08-01,PESU,0.0,1.0
002-00872,002-008721,2016-08-02,EPFU,58.0,0.0
002-00872,002-008721,2016-08-02,LABO,0.0,1.0
002-00872,002-008721,2016-08-02,LACI,3.0,1.0
002-00872,002-008721,2016-08-02,LANO,52.0,0.0
002-00872,002-008721,2016-08-02,MYLU,2.0,0.0209529
002-00872,002-008721,2016-08-02,MYSE,0.0,1.0
002-00872,002-008721,2016-08-02,NYHU,0.0,1.0
002-00872,002-008721,2016-08-02,PESU,2.0,0.0023918
002-00872,002-008721,2016-08-03,EPFU,94.0,0.0
002-00872,002-008721,2016-08-03,LABO,0.0,1.0
002-00872,002-008721,2016-08-03,LACI,0.0,1.0
002-00872,002-008721,2016-08-03,LANO,47.0,3.05e-5
002-00872,002-008721,2016-08-03,MYLU,0.0,1.0
002-00872,002-008721,2016-08-03,MYSE,0.0,1.0
002-00872,002-008721,2016-08-03,NYHU,2.0,0.0468549
002-00872,002-008721,2016-08-03,PESU,0.0,1.0
002-00872,002-008721,2016-08-04,EPFU,33.0,0.0
002-00872,002-008721,2016-08-04,LABO,0.0,1.0
002-00872,002-008721,2016-08-04,LACI,8.0,0.0549646
002-00872,002-008721,2016-08-04,LANO,27.0,1.82e-5
002-00872,002-008721,2016-08-04,MYLU,3.0,0.001644
002-00872,002-008721,2016-08-04,MYSE,1.0,0.2241915
002-00872,002-008721,2016-08-04,NYHU,5.0,7.619e-4
002-00872,002-008721,2016-08-04,PESU,0.0,1.0
002-00872,002-008721,2016-08-05,EPFU,17.0,0.0
002-00872,002-008721,2016-08-05,LABO,0.0,1.0
002-00872,002-008721,2016-08-05,LACI,9.0,4.307e-4
002-00872,002-008721,2016-08-05,LANO,15.0,0.0040797
002-00872,002-008721,2016-08-05,MYLU,6.0,2.2e-6
002-00872,002-008721,2016-08-05,MYSE,0.0,1.0
002-00872,002-008721,2016-08-05,NYHU,1.0,0.4071143
002-00872,002-008721,2016-08-05,PESU,2.0,0.0056832
002-00872,002-008722,2016-08-01,EPFU,8.0,0.0240311
002-00872,002-008722,2016-08-01,LABO,0.0,1.0
002-00872,002-008722,2016-08-01,LACI,0.0,1.0
002-00872,002-008722,2016-08-01,LANO,19.0,0.0
002-00872,002-008722,2016-08-01,MYLU,1.0,0.077088
002-00872,002-008722,2016-08-01,MYSE,0.0,1.0
002-00872,002-008722,2016-08-01,NYHU,0.0,1.0
002-00872,002-008722,2016-08-01,PESU,0.0,1.0
002-00872,002-008722,2016-08-02,EPFU,26.0,0.0
002-00872,002-008722,2016-08-02,LABO,0.0,1.0
002-00872,002-008722,2016-08-02,LACI,0.0,1.0
002-00872,002-008722,2016-08-02,LANO,33.0,0.0
002-00872,002-008722,2016-08-02,MYLU,3.0,4.317e-4
002-00872,002-008722,2016-08-02,MYSE,1.0,0.235609
002-00872,002-008722,2016-08-02,NYHU,0.0,1.0
002-00872,002-008722,2016-08-02,PESU,0.0,1.0
002-00872,002-008722,2016-08-03,EPFU,36.0,0.0
002-00872,002-008722,2016-08-03,LABO,0.0,1.0
002-00872,002-008722,2016-08-03,LACI,3.0,0.9935023
002-00872,002-008722,2016-08-03,LANO,23.0,5.234e-4
002-00872,002-008722,2016-08-03,MYLU,2.0,0.0059676
002-00872,002-008722,2016-08-03,MYSE,0.0,1.0
002-00872,002-008722,2016-08-03,NYHU,0.0,1.0
002-00872,002-008722,2016-08-03,PESU,0.0,1.0
002-00872,002-008722,2016-08-04,EPFU,66.0,0.0
002-00872,002-008722,2016-08-04,LABO,1.0,0.9450927
002-00872,002-008722,2016-08-04,LACI,4.0,1.0
002-00872,002-008722,2016-08-04,LANO,27.0,0.0182982
002-00872,002-008722,2016-08-04,MYLU,8.0,5e-7
002-00872,002-008722,2016-08-04,MYSE,1.0,0.4531566
002-00872,002-008722,2016-08-04,NYHU,10.0,1.12e-5
002-00872,002-008722,2016-08-04,PESU,2.0,0.0557634
002-00872,002-008722,2016-08-05,EPFU,34.0,0.0
002-00872,002-008722,2016-08-05,LABO,0.0,1.0
002-00872,002-008722,2016-08-05,LACI,1.0,1.0
002-00872,002-008722,2016-08-05,LANO,15.0,0.0780545
002-00872,002-008722,2016-08-05,MYLU,2.0,0.0113306
002-00872,002-008722,2016-08-05,MYSE,1.0,0.1544631
002-00872,002-008722,2016-08-05,NYHU,2.0,0.0587947
002-00872,002-008722,2016-08-05,PESU,0.0,1.0
002-00877,002-008771,2016-07-31,EPFU,89.0,0.0
002-00877,002-008771,2016-07-31,LABO,7.0,1.1e-6
002-00877,002-008771,2016-07-31,LACI,16.0,0.0650485
002-00877,002-008771,2016-07-31,LANO,83.0,0.0
002-00877,002-008771,2016-07-31,MYLU,2.0,0.4864101
002-00877,002-008771,2016-07-31,MYSE,0.0,1.0
002-00877,002-008771,2016-07-31,NYHU,2.0,0.9999205
002-00877,002-008771,2016-07-31,PESU,0.0,1.0
002-00877,002-008771,2016-08-01,EPFU,70.0,0.0
002-00877,002-008771,2016-08-01,LABO,5.0,3.944e-4
002-00877,002-008771,2016-08-01,LACI,18.0,1.412e-4
002-00877,002-008771,2016-08-01,LANO,39.0,2.06e-4
002-00877,002-008771,2016-08-01,MYLU,2.0,0.4138982
002-00877,002-008771,2016-08-01,MYSE,0.0,1.0
002-00877,002-008771,2016-08-01,NYHU,6.0,0.0799116
002-00877,002-008771,2016-08-01,PESU,1.0,0.66278840000000006
002-00877,002-008771,2016-08-02,EPFU,82.0,0.0
002-00877,002-008771,2016-08-02,LABO,2.0,0.3801109
002-00877,002-008771,2016-08-02,LACI,6.0,1.0
002-00877,002-008771,2016-08-02,LANO,54.0,0.0
002-00877,002-008771,2016-08-02,MYLU,4.0,0.0046472
002-00877,002-008771,2016-08-02,MYSE,0.0,1.0
002-00877,002-008771,2016-08-02,NYHU,10.0,3.92e-5
002-00877,002-008771,2016-08-02,PESU,0.0,1.0
002-00877,002-008771,2016-08-03,EPFU,155.0,0.0
002-00877,002-008771,2016-08-03,LABO,4.0,0.0161344
002-00877,002-008771,2016-08-03,LACI,9.0,1.0
002-00877,002-008771,2016-08-03,LANO,79.0,0.0
002-00877,002-008771,2016-08-03,MYLU,4.0,0.0114597
002-00877,002-008771,2016-08-03,MYSE,0.0,1.0
002-00877,002-008771,2016-08-03,NYHU,3.0,0.4493779
002-00877,002-008771,2016-08-03,PESU,0.0,1.0
002-00877,002-008771,2016-08-04,EPFU,46.0,0.0
002-00877,002-008771,2016-08-04,LABO,5.0,3.644e-4
002-00877,002-008771,2016-08-04,LACI,15.0,2.016e-4
002-00877,002-008771,2016-08-04,LANO,35.0,5.9e-6
002-00877,002-008771,2016-08-04,MYLU,3.0,0.1044895
002-00877,002-008771,2016-08-04,MYSE,0.0,1.0
002-00877,002-008771,2016-08-04,NYHU,5.0,0.1601494
002-00877,002-008771,2016-08-04,PESU,0.0,1.0
002-00877,002-008771,2016-08-05,EPFU,28.0,0.0
002-00877,002-008771,2016-08-05,LABO,2.0,0.1434348
002-00877,002-008771,2016-08-05,LACI,19.0,0.0
002-00877,002-008771,2016-08-05,LANO,26.0,9.28e-5
002-00877,002-008771,2016-08-05,MYLU,4.0,0.0027436
002-00877,002-008771,2016-08-05,MYSE,1.0,0.2864084
002-00877,002-008771,2016-08-05,NYHU,3.0,0.195986
002-00877,002-008771,2016-08-05,PESU,0.0,1.0
002-00877,002-008771,2016-08-06,EPFU,26.0,0.0
002-00877,002-008771,2016-08-06,LABO,3.0,0.0036773
002-00877,002-008771,2016-08-06,LACI,6.0,0.2127268
002-00877,002-008771,2016-08-06,LANO,28.0,2e-7
002-00877,002-008771,2016-08-06,MYLU,1.0,0.6526791
002-00877,002-008771,2016-08-06,MYSE,6.0,0.0
002-00877,002-008771,2016-08-06,NYHU,2.0,0.6748442
002-00877,002-008771,2016-08-06,PESU,0.0,1.0
002-00877,002-008772,2016-07-31,EPFU,38.0,0.0
002-00877,002-008772,2016-07-31,LABO,1.0,0.7635761
002-00877,002-008772,2016-07-31,LACI,0.0,1.0
002-00877,002-008772,2016-07-31,LANO,13.0,0.3537202
002-00877,002-008772,2016-07-31,MYLU,5.0,1.895e-4
002-00877,002-008772,2016-07-31,MYSE,2.0,0.0323093
002-00877,002-008772,2016-07-31,NYHU,6.0,0.0022167
002-00877,002-008772,2016-07-31,PESU,1.0,0.3241154
002-00877,002-008772,2016-08-01,EPFU,31.0,0.0
002-00877,002-008772,2016-08-01,LABO,1.0,0.6150521
002-00877,002-008772,2016-08-01,LACI,0.0,1.0
002-00877,002-008772,2016-08-01,LANO,16.0,0.0237173
002-00877,002-008772,2016-08-01,MYLU,5.0,7.74e-5
002-00877,002-008772,2016-08-01,MYSE,0.0,1.0
002-00877,002-008772,2016-08-01,NYHU,1.0,0.6910686
002-00877,002-008772,2016-08-01,PESU,0.0,1.0
002-00877,002-008772,2016-08-02,EPFU,32.0,0.0
002-00877,002-008772,2016-08-02,LABO,3.0,0.0642298
002-00877,002-008772,2016-08-02,LACI,0.0,1.0
002-00877,002-008772,2016-08-02,LANO,18.0,0.0073653
002-00877,002-008772,2016-08-02,MYLU,7.0,4.27e-5
002-00877,002-008772,2016-08-02,MYSE,1.0,0.415703
002-00877,002-008772,2016-08-02,NYHU,6.0,0.0243739
002-00877,002-008772,2016-08-02,PESU,2.0,0.1050164
002-00877,002-008772,2016-08-03,EPFU,49.0,0.0
002-00877,002-008772,2016-08-03,LABO,1.0,0.6752312
002-00877,002-008772,2016-08-03,LACI,1.0,1.0
002-00877,002-008772,2016-08-03,LANO,10.0,1.0
002-00877,002-008772,2016-08-03,MYLU,5.0,2.55e-4
002-00877,002-008772,2016-08-03,MYSE,1.0,0.3044251
002-00877,002-008772,2016-08-03,NYHU,2.0,0.3308709
002-00877,002-008772,2016-08-03,PESU,3.0,0.0018329
002-00877,002-008772,2016-08-04,EPFU,25.0,0.0
002-00877,002-008772,2016-08-04,LABO,1.0,0.8072885
002-00877,002-008772,2016-08-04,LACI,1.0,1.0
002-00877,002-008772,2016-08-04,LANO,16.0,0.0048958
002-00877,002-008772,2016-08-04,MYLU,5.0,2.56e-4
002-00877,002-008772,2016-08-04,MYSE,3.0,0.0023987
002-00877,002-008772,2016-08-04,NYHU,9.0,4.14e-5
002-00877,002-008772,2016-08-04,PESU,1.0,0.3817867
002-00877,002-008772,2016-08-05,EPFU,16.0,0.0
002-00877,002-008772,2016-08-05,LABO,2.0,0.4403026
002-00877,002-008772,2016-08-05,LACI,2.0,0.7821815
002-00877,002-008772,2016-08-05,LANO,8.0,0.1942886
002-00877,002-008772,2016-08-05,MYLU,15.0,0.0
002-00877,002-008772,2016-08-05,MYSE,0.0,1.0
002-00877,002-008772,2016-08-05,NYHU,2.0,0.5444689
002-00877,002-008772,2016-08-05,PESU,1.0,0.4145582
002-00877,002-008772,2016-08-06,EPFU,19.0,0.0
002-00877,002-008772,2016-08-06,LABO,3.0,0.1927999
002-00877,002-008772,2016-08-06,LACI,1.0,1.0
002-00877,002-008772,2016-08-06,LANO,5.0,0.9112726
002-00877,002-008772,2016-08-06,MYLU,9.0,7e-7
002-00877,002-008772,2016-08-06,MYSE,3.0,0.0084956
002-00877,002-008772,2016-08-06,NYHU,15.0,3e-7
002-00877,002-008772,2016-08-06,PESU,0.0,1.0
002-00884,002-008841,2016-08-01,EPFU,12.0,0.0
002-00884,002-008841,2016-08-01,LABO,1.0,0.4696833
002-00884,002-008841,2016-08-01,LACI,0.0,1.0
002-00884,002-008841,2016-08-01,LANO,2.0,1.0
002-00884,002-008841,2016-08-01,MYLU,3.0,0.0031669
002-00884,002-008841,2016-08-01,MYSE,1.0,0.2059592
002-00884,002-008841,2016-08-01,NYHU,0.0,1.0
002-00884,002-008841,2016-08-01,PESU,0.0,1.0
002-00884,002-008841,2016-08-02,EPFU,8.0,1e-7
002-00884,002-008841,2016-08-02,LABO,1.0,0.2248606
002-00884,002-008841,2016-08-02,LACI,0.0,1.0
002-00884,002-008841,2016-08-02,LANO,0.0,1.0
002-00884,002-008841,2016-08-02,MYLU,1.0,0.2694258
002-00884,002-008841,2016-08-02,MYSE,0.0,1.0
002-00884,002-008841,2016-08-02,NYHU,0.0,1.0
002-00884,002-008841,2016-08-02,PESU,0.0,1.0
002-00884,002-008841,2016-08-03,EPFU,26.0,0.0
002-00884,002-008841,2016-08-03,LABO,0.0,1.0
002-00884,002-008841,2016-08-03,LACI,1.0,1.0
002-00884,002-008841,2016-08-03,LANO,11.0,0.1843235
002-00884,002-008841,2016-08-03,MYLU,0.0,1.0
002-00884,002-008841,2016-08-03,MYSE,1.0,0.026562
002-00884,002-008841,2016-08-03,NYHU,0.0,1.0
002-00884,002-008841,2016-08-03,PESU,0.0,1.0
002-00884,002-008841,2016-08-04,EPFU,4.0,0.0570775
002-00884,002-008841,2016-08-04,LABO,2.0,0.0417584
002-00884,002-008841,2016-08-04,LACI,1.0,0.8173615
002-00884,002-008841,2016-08-04,LANO,6.0,0.0140048
002-00884,002-008841,2016-08-04,MYLU,2.0,0.0707953
002-00884,002-008841,2016-08-04,MYSE,1.0,0.1600114
002-00884,002-008841,2016-08-04,NYHU,0.0,1.0
002-00884,002-008841,2016-08-04,PESU,0.0,1.0
002-00884,002-008841,2016-08-05,EPFU,8.0,2e-7
002-00884,002-008841,2016-08-05,LABO,2.0,0.5392403
002-00884,002-008841,2016-08-05,LACI,3.0,0.0579889
002-00884,002-008841,2016-08-05,LANO,0.0,1.0
002-00884,002-008841,2016-08-05,MYLU,14.0,0.0
002-00884,002-008841,2016-08-05,MYSE,2.0,0.160992
002-00884,002-008841,2016-08-05,NYHU,0.0,1.0
002-00884,002-008841,2016-08-05,PESU,0.0,1.0
002-00884,002-008842,2016-08-01,EPFU,0.0,1.0
002-00884,002-008842,2016-08-01,LABO,0.0,1.0
002-00884,002-008842,2016-08-01,LACI,1.0,0.0543528
002-00884,002-008842,2016-08-01,LANO,0.0,1.0
002-00884,002-008842,2016-08-01,MYLU,0.0,1.0
002-00884,002-008842,2016-08-01,MYSE,0.0,1.0
002-00884,002-008842,2016-08-01,NYHU,0.0,1.0
002-00884,002-008842,2016-08-01,PESU,0.0,1.0
002-00884,002-008842,2016-08-02,EPFU,0.0,1.0
002-00884,002-008842,2016-08-02,LABO,0.0,1.0
002-00884,002-008842,2016-08-02,LACI,0.0,1.0
002-00884,002-008842,2016-08-02,LANO,0.0,1.0
002-00884,002-008842,2016-08-02,MYLU,0.0,1.0
002-00884,002-008842,2016-08-02,MYSE,0.0,1.0
002-00884,002-008842,2016-08-02,NYHU,0.0,1.0
002-00884,002-008842,2016-08-02,PESU,0.0,1.0
002-00884,002-008842,2016-08-03,EPFU,0.0,1.0
002-00884,002-008842,2016-08-03,LABO,0.0,1.0
002-00884,002-008842,2016-08-03,LACI,0.0,1.0
002-00884,002-008842,2016-08-03,LANO,0.0,1.0
002-00884,002-008842,2016-08-03,MYLU,0.0,1.0
002-00884,002-008842,2016-08-03,MYSE,0.0,1.0
002-00884,002-008842,2016-08-03,NYHU,0.0,1.0
002-00884,002-008842,2016-08-03,PESU,0.0,1.0
002-00884,002-008842,2016-08-04,EPFU,0.0,1.0
002-00884,002-008842,2016-08-04,LABO,0.0,1.0
002-00884,002-008842,2016-08-04,LACI,3.0,1.606e-4
002-00884,002-008842,2016-08-04,LANO,0.0,1.0
002-00884,002-008842,2016-08-04,MYLU,0.0,1.0
002-00884,002-008842,2016-08-04,MYSE,0.0,1.0
002-00884,002-008842,2016-08-04,NYHU,0.0,1.0
002-00884,002-008842,2016-08-04,PESU,0.0,1.0
002-00884,002-008842,2016-08-05,EPFU,0.0,1.0
002-00884,002-008842,2016-08-05,LABO,0.0,1.0
002-00884,002-008842,2016-08-05,LACI,0.0,1.0
002-00884,002-008842,2016-08-05,LANO,1.0,0.1943729
002-00884,002-008842,2016-08-05,MYLU,0.0,1.0
002-00884,002-008842,2016-08-05,MYSE,3.0,1.09e-5
002-00884,002-008842,2016-08-05,NYHU,0.0,1.0
002-00884,002-008842,2016-08-05,PESU,0.0,1.0
002-00886,002-008861,2016-08-01,EPFU,120.0,0.0
002-00886,002-008861,2016-08-01,LABO,9.0,1e-7
002-00886,002-008861,2016-08-01,LACI,2.0,1.0
002-00886,002-008861,2016-08-01,LANO,3.0,1.0
002-00886,002-008861,2016-08-01,MYLU,3.0,0.3530335
002-00886,002-008861,2016-08-01,MYSE,0.0,1.0
002-00886,002-008861,2016-08-01,NYHU,8.0,0.098971
002-00886,002-008861,2016-08-01,PESU,2.0,0.363617
002-00886,002-008861,2016-08-02,EPFU,18.0,0.0
002-00886,002-008861,2016-08-02,LABO,8.0,7e-7
002-00886,002-008861,2016-08-02,LACI,4.0,0.1136366
002-00886,002-008861,2016-08-02,LANO,4.0,1.0
002-00886,002-008861,2016-08-02,MYLU,8.0,1.069e-4
002-00886,002-008861,2016-08-02,MYSE,1.0,0.4579614
002-00886,002-008861,2016-08-02,NYHU,2.0,1.0
002-00886,002-008861,2016-08-02,PESU,1.0,0.8029803
002-00886,002-008861,2016-08-03,EPFU,70.0,0.0
002-00886,002-008861,2016-08-03,LABO,10.0,1e-7
002-00886,002-008861,2016-08-03,LACI,0.0,1.0
002-00886,002-008861,2016-08-03,LANO,4.0,1.0
002-00886,002-008861,2016-08-03,MYLU,11.0,1.5e-6
002-00886,002-008861,2016-08-03,MYSE,5.0,1.206e-4
002-00886,002-008861,2016-08-03,NYHU,2.0,1.0
002-00886,002-008861,2016-08-03,PESU,2.0,0.3552731
002-00886,002-008861,2016-08-04,EPFU,22.0,0.0
002-00886,002-008861,2016-08-04,LABO,3.0,0.0388905
002-00886,002-008861,2016-08-04,LACI,0.0,1.0
002-00886,002-008861,2016-08-04,LANO,5.0,0.9886935
002-00886,002-008861,2016-08-04,MYLU,5.0,0.0016265
002-00886,002-008861,2016-08-04,MYSE,9.0,0.0
002-00886,002-008861,2016-08-04,NYHU,6.0,0.022684
002-00886,002-008861,2016-08-04,PESU,1.0,0.5277928
002-00886,002-008861,2016-08-05,EPFU,12.0,1e-7
002-00886,002-008861,2016-08-05,LABO,5.0,6.36e-5
002-00886,002-008861,2016-08-05,LACI,2.0,0.5702381
002-00886,002-008861,2016-08-05,LANO,5.0,0.5357691
002-00886,002-008861,2016-08-05,MYLU,3.0,0.0908805
002-00886,002-008861,2016-08-05,MYSE,4.0,3.77e-5
002-00886,002-008861,2016-08-05,NYHU,2.0,0.9324497
002-00886,002-008861,2016-08-05,PESU,0.0,1.0
002-00886,002-008861,2016-08-06,EPFU,20.0,0.0
002-00886,002-008861,2016-08-06,LABO,7.0,8.5e-6
002-00886,002-008861,2016-08-06,LACI,2.0,0.7814645
002-00886,002-008861,2016-08-06,LANO,2.0,1.0
002-00886,002-008861,2016-08-06,MYLU,6.0,0.0039006
002-00886,002-008861,2016-08-06,MYSE,2.0,0.0442994
002-00886,002-008861,2016-08-06,NYHU,6.0,0.2077743
002-00886,002-008861,2016-08-06,PESU,2.0,0.2725333
002-00886,002-008862,2016-08-01,EPFU,28.0,0.0
002-00886,002-008862,2016-08-01,LABO,0.0,1.0
002-00886,002-008862,2016-08-01,LACI,6.0,0.2352555
002-00886,002-008862,2016-08-01,LANO,28.0,6e-7
002-00886,002-008862,2016-08-01,MYLU,3.0,0.0023047
002-00886,002-008862,2016-08-01,MYSE,1.0,0.2275287
002-00886,002-008862,2016-08-01,NYHU,4.0,0.004139
002-00886,002-008862,2016-08-01,PESU,1.0,0.1592416
002-00886,002-008862,2016-08-02,EPFU,79.0,0.0
