samp.loc,TIME_GMT,precip_in,time_cst,precip_cm,date_CST,hour_CST,night,dep_site
00898,2016-08-02 10:00:00,0.07,2016-08-02 05:00:00,0.1778,2016-08-02,5,2016-08-01,002
00909,2016-08-02 10:00:00,0.07,2016-08-02 05:00:00,0.1778,2016-08-02,5,2016-08-01,002
00914,2016-08-02 10:00:00,0.07,2016-08-02 05:00:00,0.1778,2016-08-02,5,2016-08-01,002
00925,2016-08-02 10:00:00,0.07,2016-08-02 05:00:00,0.1778,2016-08-02,5,2016-08-01,002
00958,2016-08-02 10:00:00,0.07,2016-08-02 05:00:00,0.1778,2016-08-02,5,2016-08-01,002
00872,2016-08-02 10:00:00,0.06,2016-08-02 05:00:00,0.1524,2016-08-02,5,2016-08-01,002
00877,2016-08-02 10:00:00,0.06,2016-08-02 05:00:00,0.1524,2016-08-02,5,2016-08-01,002
00884,2016-08-02 10:00:00,0.06,2016-08-02 05:00:00,0.1524,2016-08-02,5,2016-08-01,002
00888,2016-08-02 10:00:00,0.06,2016-08-02 05:00:00,0.1524,2016-08-02,5,2016-08-01,002
00900,2016-08-02 10:00:00,0.06,2016-08-02 05:00:00,0.1524,2016-08-02,5,2016-08-01,002
00964,2016-08-02 10:00:00,0.06,2016-08-02 05:00:00,0.1524,2016-08-02,5,2016-08-01,002
00981,2016-08-02 10:00:00,0.06,2016-08-02 05:00:00,0.1524,2016-08-02,5,2016-08-01,002
01005,2016-08-02 10:00:00,0.06,2016-08-02 05:00:00,0.1524,2016-08-02,5,2016-08-01,002
01012,2016-08-02 10:00:00,0.06,2016-08-02 05:00:00,0.1524,2016-08-02,5,2016-08-01,002
01021,2016-08-02 10:00:00,0.06,2016-08-02 05:00:00,0.1524,2016-08-02,5,2016-08-01,002
00934,2016-08-02 10:00:00,0.07,2016-08-02 05:00:00,0.1778,2016-08-02,5,2016-08-01,002
00956,2016-08-02 10:00:00,0.07,2016-08-02 05:00:00,0.1778,2016-08-02,5,2016-08-01,002
00984,2016-08-02 10:00:00,0.07,2016-08-02 05:00:00,0.1778,2016-08-02,5,2016-08-01,002
01004,2016-08-02 10:00:00,0.07,2016-08-02 05:00:00,0.1778,2016-08-02,5,2016-08-01,002
01043,2016-08-02 10:00:00,0.07,2016-08-02 05:00:00,0.1778,2016-08-02,5,2016-08-01,002
01064,2016-08-02 10:00:00,0.07,2016-08-02 05:00:00,0.1778,2016-08-02,5,2016-08-01,002
00886,2016-08-02 11:00:00,0.18,2016-08-02 06:00:00,0.4572,2016-08-02,6,2016-08-01,002
00894,2016-08-02 11:00:00,0.18,2016-08-02 06:00:00,0.4572,2016-08-02,6,2016-08-01,002
00898,2016-08-02 11:00:00,0.18,2016-08-02 06:00:00,0.4572,2016-08-02,6,2016-08-01,002
00909,2016-08-02 11:00:00,0.18,2016-08-02 06:00:00,0.4572,2016-08-02,6,2016-08-01,002
00914,2016-08-02 11:00:00,0.18,2016-08-02 06:00:00,0.4572,2016-08-02,6,2016-08-01,002
00925,2016-08-02 11:00:00,0.18,2016-08-02 06:00:00,0.4572,2016-08-02,6,2016-08-01,002
00958,2016-08-02 11:00:00,0.18,2016-08-02 06:00:00,0.4572,2016-08-02,6,2016-08-01,002
00872,2016-08-02 11:00:00,0.17,2016-08-02 06:00:00,0.4318,2016-08-02,6,2016-08-01,002
00877,2016-08-02 11:00:00,0.17,2016-08-02 06:00:00,0.4318,2016-08-02,6,2016-08-01,002
00884,2016-08-02 11:00:00,0.17,2016-08-02 06:00:00,0.4318,2016-08-02,6,2016-08-01,002
00888,2016-08-02 11:00:00,0.17,2016-08-02 06:00:00,0.4318,2016-08-02,6,2016-08-01,002
00900,2016-08-02 11:00:00,0.17,2016-08-02 06:00:00,0.4318,2016-08-02,6,2016-08-01,002
00964,2016-08-02 11:00:00,0.17,2016-08-02 06:00:00,0.4318,2016-08-02,6,2016-08-01,002
00981,2016-08-02 11:00:00,0.17,2016-08-02 06:00:00,0.4318,2016-08-02,6,2016-08-01,002
01005,2016-08-02 11:00:00,0.17,2016-08-02 06:00:00,0.4318,2016-08-02,6,2016-08-01,002
01012,2016-08-02 11:00:00,0.17,2016-08-02 06:00:00,0.4318,2016-08-02,6,2016-08-01,002
01021,2016-08-02 11:00:00,0.17,2016-08-02 06:00:00,0.4318,2016-08-02,6,2016-08-01,002
00934,2016-08-02 11:00:00,0.16,2016-08-02 06:00:00,0.40640000000000004,2016-08-02,6,2016-08-01,002
00956,2016-08-02 11:00:00,0.16,2016-08-02 06:00:00,0.40640000000000004,2016-08-02,6,2016-08-01,002
00984,2016-08-02 11:00:00,0.16,2016-08-02 06:00:00,0.40640000000000004,2016-08-02,6,2016-08-01,002
01004,2016-08-02 11:00:00,0.16,2016-08-02 06:00:00,0.40640000000000004,2016-08-02,6,2016-08-01,002
01043,2016-08-02 11:00:00,0.16,2016-08-02 06:00:00,0.40640000000000004,2016-08-02,6,2016-08-01,002
01064,2016-08-02 11:00:00,0.16,2016-08-02 06:00:00,0.40640000000000004,2016-08-02,6,2016-08-01,002
00886,2016-08-02 12:00:00,0.05,2016-08-02 07:00:00,0.127,2016-08-02,7,2016-08-01,002
00894,2016-08-02 12:00:00,0.05,2016-08-02 07:00:00,0.127,2016-08-02,7,2016-08-01,002
00898,2016-08-02 12:00:00,0.05,2016-08-02 07:00:00,0.127,2016-08-02,7,2016-08-01,002
00909,2016-08-02 12:00:00,0.05,2016-08-02 07:00:00,0.127,2016-08-02,7,2016-08-01,002
00914,2016-08-02 12:00:00,0.05,2016-08-02 07:00:00,0.127,2016-08-02,7,2016-08-01,002
00925,2016-08-02 12:00:00,0.05,2016-08-02 07:00:00,0.127,2016-08-02,7,2016-08-01,002
00958,2016-08-02 12:00:00,0.05,2016-08-02 07:00:00,0.127,2016-08-02,7,2016-08-01,002
00872,2016-08-02 12:00:00,0.06,2016-08-02 07:00:00,0.1524,2016-08-02,7,2016-08-01,002
00877,2016-08-02 12:00:00,0.06,2016-08-02 07:00:00,0.1524,2016-08-02,7,2016-08-01,002
00884,2016-08-02 12:00:00,0.06,2016-08-02 07:00:00,0.1524,2016-08-02,7,2016-08-01,002
00888,2016-08-02 12:00:00,0.06,2016-08-02 07:00:00,0.1524,2016-08-02,7,2016-08-01,002
00900,2016-08-02 12:00:00,0.06,2016-08-02 07:00:00,0.1524,2016-08-02,7,2016-08-01,002
00964,2016-08-02 12:00:00,0.06,2016-08-02 07:00:00,0.1524,2016-08-02,7,2016-08-01,002
00981,2016-08-02 12:00:00,0.06,2016-08-02 07:00:00,0.1524,2016-08-02,7,2016-08-01,002
01005,2016-08-02 12:00:00,0.06,2016-08-02 07:00:00,0.1524,2016-08-02,7,2016-08-01,002
01012,2016-08-02 12:00:00,0.06,2016-08-02 07:00:00,0.1524,2016-08-02,7,2016-08-01,002
01021,2016-08-02 12:00:00,0.06,2016-08-02 07:00:00,0.1524,2016-08-02,7,2016-08-01,002
00934,2016-08-02 12:00:00,0.03,2016-08-02 07:00:00,0.0762,2016-08-02,7,2016-08-01,002
00956,2016-08-02 12:00:00,0.03,2016-08-02 07:00:00,0.0762,2016-08-02,7,2016-08-01,002
00984,2016-08-02 12:00:00,0.03,2016-08-02 07:00:00,0.0762,2016-08-02,7,2016-08-01,002
01004,2016-08-02 12:00:00,0.03,2016-08-02 07:00:00,0.0762,2016-08-02,7,2016-08-01,002
01043,2016-08-02 12:00:00,0.03,2016-08-02 07:00:00,0.0762,2016-08-02,7,2016-08-01,002
01064,2016-08-02 12:00:00,0.03,2016-08-02 07:00:00,0.0762,2016-08-02,7,2016-08-01,002
00886,2016-08-05 00:00:00,0.09,2016-08-04 19:00:00,0.2286,2016-08-04,19,2016-08-04,002
00894,2016-08-05 00:00:00,0.09,2016-08-04 19:00:00,0.2286,2016-08-04,19,2016-08-04,002
00898,2016-08-05 00:00:00,0.09,2016-08-04 19:00:00,0.2286,2016-08-04,19,2016-08-04,002
00909,2016-08-05 00:00:00,0.09,2016-08-04 19:00:00,0.2286,2016-08-04,19,2016-08-04,002
00914,2016-08-05 00:00:00,0.09,2016-08-04 19:00:00,0.2286,2016-08-04,19,2016-08-04,002
00925,2016-08-05 00:00:00,0.09,2016-08-04 19:00:00,0.2286,2016-08-04,19,2016-08-04,002
00958,2016-08-05 00:00:00,0.09,2016-08-04 19:00:00,0.2286,2016-08-04,19,2016-08-04,002
00872,2016-08-05 00:00:00,0.09,2016-08-04 19:00:00,0.2286,2016-08-04,19,2016-08-04,002
00877,2016-08-05 00:00:00,0.09,2016-08-04 19:00:00,0.2286,2016-08-04,19,2016-08-04,002
00884,2016-08-05 00:00:00,0.09,2016-08-04 19:00:00,0.2286,2016-08-04,19,2016-08-04,002
00888,2016-08-05 00:00:00,0.09,2016-08-04 19:00:00,0.2286,2016-08-04,19,2016-08-04,002
00900,2016-08-05 00:00:00,0.09,2016-08-04 19:00:00,0.2286,2016-08-04,19,2016-08-04,002
00964,2016-08-05 00:00:00,0.09,2016-08-04 19:00:00,0.2286,2016-08-04,19,2016-08-04,002
00981,2016-08-05 00:00:00,0.09,2016-08-04 19:00:00,0.2286,2016-08-04,19,2016-08-04,002
01005,2016-08-05 00:00:00,0.09,2016-08-04 19:00:00,0.2286,2016-08-04,19,2016-08-04,002
01012,2016-08-05 00:00:00,0.09,2016-08-04 19:00:00,0.2286,2016-08-04,19,2016-08-04,002
01021,2016-08-05 00:00:00,0.09,2016-08-04 19:00:00,0.2286,2016-08-04,19,2016-08-04,002
00956,2016-08-05 00:00:00,0.05,2016-08-04 19:00:00,0.127,2016-08-04,19,2016-08-04,002
00984,2016-08-05 00:00:00,0.05,2016-08-04 19:00:00,0.127,2016-08-04,19,2016-08-04,002
01004,2016-08-05 00:00:00,0.05,2016-08-04 19:00:00,0.127,2016-08-04,19,2016-08-04,002
01043,2016-08-05 00:00:00,0.05,2016-08-04 19:00:00,0.127,2016-08-04,19,2016-08-04,002
01064,2016-08-05 00:00:00,0.05,2016-08-04 19:00:00,0.127,2016-08-04,19,2016-08-04,002
00886,2016-08-06 13:00:00,0.01,2016-08-06 08:00:00,0.025400000000000002,2016-08-06,8,2016-08-05,002
00894,2016-08-06 13:00:00,0.01,2016-08-06 08:00:00,0.025400000000000002,2016-08-06,8,2016-08-05,002
00898,2016-08-06 13:00:00,0.01,2016-08-06 08:00:00,0.025400000000000002,2016-08-06,8,2016-08-05,002
00909,2016-08-06 13:00:00,0.01,2016-08-06 08:00:00,0.025400000000000002,2016-08-06,8,2016-08-05,002
00914,2016-08-06 13:00:00,0.01,2016-08-06 08:00:00,0.025400000000000002,2016-08-06,8,2016-08-05,002
00925,2016-08-06 13:00:00,0.01,2016-08-06 08:00:00,0.025400000000000002,2016-08-06,8,2016-08-05,002
00958,2016-08-06 13:00:00,0.01,2016-08-06 08:00:00,0.025400000000000002,2016-08-06,8,2016-08-05,002
00872,2016-08-06 13:00:00,0.01,2016-08-06 08:00:00,0.025400000000000002,2016-08-06,8,2016-08-05,002
00877,2016-08-06 13:00:00,0.01,2016-08-06 08:00:00,0.025400000000000002,2016-08-06,8,2016-08-05,002
00884,2016-08-06 13:00:00,0.01,2016-08-06 08:00:00,0.025400000000000002,2016-08-06,8,2016-08-05,002
00888,2016-08-06 13:00:00,0.01,2016-08-06 08:00:00,0.025400000000000002,2016-08-06,8,2016-08-05,002
00900,2016-08-06 13:00:00,0.01,2016-08-06 08:00:00,0.025400000000000002,2016-08-06,8,2016-08-05,002
00964,2016-08-06 13:00:00,0.01,2016-08-06 08:00:00,0.025400000000000002,2016-08-06,8,2016-08-05,002
00981,2016-08-06 13:00:00,0.01,2016-08-06 08:00:00,0.025400000000000002,2016-08-06,8,2016-08-05,002
01005,2016-08-06 13:00:00,0.01,2016-08-06 08:00:00,0.025400000000000002,2016-08-06,8,2016-08-05,002
01012,2016-08-06 13:00:00,0.01,2016-08-06 08:00:00,0.025400000000000002,2016-08-06,8,2016-08-05,002
01021,2016-08-06 13:00:00,0.01,2016-08-06 08:00:00,0.025400000000000002,2016-08-06,8,2016-08-05,002
00886,2016-08-06 14:00:00,0.01,2016-08-06 09:00:00,0.025400000000000002,2016-08-06,9,2016-08-05,002
00894,2016-08-06 14:00:00,0.01,2016-08-06 09:00:00,0.025400000000000002,2016-08-06,9,2016-08-05,002
00898,2016-08-06 14:00:00,0.01,2016-08-06 09:00:00,0.025400000000000002,2016-08-06,9,2016-08-05,002
00909,2016-08-06 14:00:00,0.01,2016-08-06 09:00:00,0.025400000000000002,2016-08-06,9,2016-08-05,002
00914,2016-08-06 14:00:00,0.01,2016-08-06 09:00:00,0.025400000000000002,2016-08-06,9,2016-08-05,002
00925,2016-08-06 14:00:00,0.01,2016-08-06 09:00:00,0.025400000000000002,2016-08-06,9,2016-08-05,002
00958,2016-08-06 14:00:00,0.01,2016-08-06 09:00:00,0.025400000000000002,2016-08-06,9,2016-08-05,002
00872,2016-08-06 14:00:00,0.01,2016-08-06 09:00:00,0.025400000000000002,2016-08-06,9,2016-08-05,002
00877,2016-08-06 14:00:00,0.01,2016-08-06 09:00:00,0.025400000000000002,2016-08-06,9,2016-08-05,002
00884,2016-08-06 14:00:00,0.01,2016-08-06 09:00:00,0.025400000000000002,2016-08-06,9,2016-08-05,002
00888,2016-08-06 14:00:00,0.01,2016-08-06 09:00:00,0.025400000000000002,2016-08-06,9,2016-08-05,002
00900,2016-08-06 14:00:00,0.01,2016-08-06 09:00:00,0.025400000000000002,2016-08-06,9,2016-08-05,002
00964,2016-08-06 14:00:00,0.01,2016-08-06 09:00:00,0.025400000000000002,2016-08-06,9,2016-08-05,002
00981,2016-08-06 14:00:00,0.01,2016-08-06 09:00:00,0.025400000000000002,2016-08-06,9,2016-08-05,002
01005,2016-08-06 14:00:00,0.01,2016-08-06 09:00:00,0.025400000000000002,2016-08-06,9,2016-08-05,002
01012,2016-08-06 14:00:00,0.01,2016-08-06 09:00:00,0.025400000000000002,2016-08-06,9,2016-08-05,002
01021,2016-08-06 14:00:00,0.01,2016-08-06 09:00:00,0.025400000000000002,2016-08-06,9,2016-08-05,002
00934,2016-08-06 14:00:00,0.01,2016-08-06 09:00:00,0.025400000000000002,2016-08-06,9,2016-08-05,002
00956,2016-08-06 14:00:00,0.01,2016-08-06 09:00:00,0.025400000000000002,2016-08-06,9,2016-08-05,002
00984,2016-08-06 14:00:00,0.01,2016-08-06 09:00:00,0.025400000000000002,2016-08-06,9,2016-08-05,002
01004,2016-08-06 14:00:00,0.01,2016-08-06 09:00:00,0.025400000000000002,2016-08-06,9,2016-08-05,002
01043,2016-08-06 14:00:00,0.01,2016-08-06 09:00:00,0.025400000000000002,2016-08-06,9,2016-08-05,002
01064,2016-08-06 14:00:00,0.01,2016-08-06 09:00:00,0.025400000000000002,2016-08-06,9,2016-08-05,002
