can_depnum,can_story,can_loc,can_closure
000152,Midstory,Mic,2
000152,Midstory,Q1,1
000152,Midstory,Q2,1
000152,Midstory,Q3,2
000152,Midstory,Q4,2
000152,Canopy,Mic,5
000152,Canopy,Q1,5
000152,Canopy,Q2,5
000152,Canopy,Q3,5
000152,Canopy,Q4,5
000171,Midstory,Mic,1
000171,Midstory,Q1,1
000171,Midstory,Q2,1
000171,Midstory,Q3,4
000171,Midstory,Q4,1
000171,Canopy,Mic,2
000171,Canopy,Q1,2
000171,Canopy,Q2,1
000171,Canopy,Q3,5
000171,Canopy,Q4,1
000172,Midstory,Mic,1
000172,Midstory,Q1,2
000172,Midstory,Q2,1
000172,Midstory,Q3,2
000172,Midstory,Q4,5
000172,Canopy,Mic,1
000172,Canopy,Q1,1
000172,Canopy,Q2,1
000172,Canopy,Q3,1
000172,Canopy,Q4,1
000181,Midstory,Mic,1
000181,Midstory,Q1,2
000181,Midstory,Q2,5
000181,Midstory,Q3,5
000181,Midstory,Q4,1
000181,Canopy,Mic,1
000181,Canopy,Q1,5
000181,Canopy,Q2,5
000181,Canopy,Q3,4
000181,Canopy,Q4,5
000182,Midstory,Mic,1
000182,Midstory,Q1,2
000182,Midstory,Q2,1
000182,Midstory,Q3,5
000182,Midstory,Q4,4
000182,Canopy,Mic,4
000182,Canopy,Q1,5
000182,Canopy,Q2,5
000182,Canopy,Q3,5
000182,Canopy,Q4,5
000201,Midstory,Mic,1
000201,Midstory,Q1,5
000201,Midstory,Q2,3
000201,Midstory,Q3,5
000201,Midstory,Q4,5
000201,Canopy,Mic,1
000201,Canopy,Q1,5
000201,Canopy,Q2,4
000201,Canopy,Q3,5
000201,Canopy,Q4,1
000202,Midstory,Mic,1
000202,Midstory,Q1,1
000202,Midstory,Q2,1
000202,Midstory,Q3,1
000202,Midstory,Q4,2
000202,Canopy,Mic,3
000202,Canopy,Q1,1
000202,Canopy,Q2,1
000202,Canopy,Q3,2
000202,Canopy,Q4,2
000341,Midstory,Mic,1
000341,Midstory,Q1,5
000341,Midstory,Q2,1
000341,Midstory,Q3,1
000341,Midstory,Q4,5
000341,Canopy,Mic,5
000341,Canopy,Q1,4
000341,Canopy,Q2,5
000341,Canopy,Q3,5
000341,Canopy,Q4,5
000342,Midstory,Mic,1
000342,Midstory,Q1,5
000342,Midstory,Q2,1
000342,Midstory,Q3,3
000342,Midstory,Q4,4
000342,Canopy,Mic,5
000342,Canopy,Q1,5
000342,Canopy,Q2,5
000342,Canopy,Q3,5
000342,Canopy,Q4,5
000501,Midstory,Mic,2
000501,Midstory,Q1,5
000501,Midstory,Q2,5
000501,Midstory,Q3,5
000501,Midstory,Q4,3
000501,Canopy,Mic,5
000501,Canopy,Q1,4
000501,Canopy,Q2,4
000501,Canopy,Q3,4
000501,Canopy,Q4,1
000502,Midstory,Mic,2
000502,Midstory,Q1,5
000502,Midstory,Q2,1
000502,Midstory,Q3,2
000502,Midstory,Q4,4
000502,Canopy,Mic,5
000502,Canopy,Q1,5
000502,Canopy,Q2,5
000502,Canopy,Q3,4
000502,Canopy,Q4,4
000531,Midstory,Mic,1
000531,Midstory,Q1,1
000531,Midstory,Q2,2
000531,Midstory,Q3,1
000531,Midstory,Q4,5
000531,Canopy,Mic,2
000531,Canopy,Q1,2
000531,Canopy,Q2,2
000531,Canopy,Q3,1
000531,Canopy,Q4,5
000532,Midstory,Mic,1
000532,Midstory,Q1,1
000532,Midstory,Q2,1
000532,Midstory,Q3,1
000532,Midstory,Q4,1
000532,Canopy,Mic,3
000532,Canopy,Q1,4
000532,Canopy,Q2,1
000532,Canopy,Q3,1
000532,Canopy,Q4,2
000591,Midstory,Mic,2
000591,Midstory,Q1,5
000591,Midstory,Q2,1
000591,Midstory,Q3,5
000591,Midstory,Q4,5
000591,Canopy,Mic,2
000591,Canopy,Q1,3
000591,Canopy,Q2,1
000591,Canopy,Q3,5
000591,Canopy,Q4,5
000592,Midstory,Mic,1
000592,Midstory,Q1,5
000592,Midstory,Q2,4
000592,Midstory,Q3,5
000592,Midstory,Q4,4
000592,Canopy,Mic,3
000592,Canopy,Q1,5
000592,Canopy,Q2,5
000592,Canopy,Q3,5
000592,Canopy,Q4,5
000612,Midstory,Mic,1
000612,Midstory,Q1,1
000612,Midstory,Q2,5
000612,Midstory,Q3,5
000612,Midstory,Q4,1
000612,Canopy,Mic,1
000612,Canopy,Q1,5
000612,Canopy,Q2,5
000612,Canopy,Q3,5
000612,Canopy,Q4,1
000611,Midstory,Mic,1
000611,Midstory,Q1,1
000611,Midstory,Q2,5
000611,Midstory,Q3,2
000611,Midstory,Q4,1
000611,Canopy,Mic,3
000611,Canopy,Q1,2
000611,Canopy,Q2,5
000611,Canopy,Q3,4
000611,Canopy,Q4,1
000661,Midstory,Mic,1
000661,Midstory,Q1,1
000661,Midstory,Q2,2
000661,Midstory,Q3,2
000661,Midstory,Q4,5
000661,Canopy,Mic,3
000661,Canopy,Q1,3
000661,Canopy,Q2,2
000661,Canopy,Q3,5
000661,Canopy,Q4,5
000662,Midstory,Mic,1
000662,Midstory,Q1,1
000662,Midstory,Q2,5
000662,Midstory,Q3,1
000662,Midstory,Q4,2
000662,Canopy,Mic,1
000662,Canopy,Q1,1
000662,Canopy,Q2,5
000662,Canopy,Q3,1
000662,Canopy,Q4,2
000911,Midstory,Mic,1
000911,Midstory,Q1,4
000911,Midstory,Q2,4
000911,Midstory,Q3,1
000911,Midstory,Q4,1
000911,Canopy,Mic,2
000911,Canopy,Q1,4
000911,Canopy,Q2,5
000911,Canopy,Q3,1
000911,Canopy,Q4,5
000912,Midstory,Mic,2
000912,Midstory,Q1,2
000912,Midstory,Q2,5
000912,Midstory,Q3,5
000912,Midstory,Q4,4
000912,Canopy,Mic,5
000912,Canopy,Q1,5
000912,Canopy,Q2,5
000912,Canopy,Q3,5
000912,Canopy,Q4,5
000931,Midstory,Mic,1
000931,Midstory,Q1,1
000931,Midstory,Q2,1
000931,Midstory,Q3,1
000931,Midstory,Q4,1
000931,Canopy,Mic,1
000931,Canopy,Q1,1
000931,Canopy,Q2,1
000931,Canopy,Q3,1
000931,Canopy,Q4,1
000932,Midstory,Mic,1
000932,Midstory,Q1,1
000932,Midstory,Q2,5
000932,Midstory,Q3,1
000932,Midstory,Q4,1
000932,Canopy,Mic,1
000932,Canopy,Q1,1
000932,Canopy,Q2,5
000932,Canopy,Q3,4
000932,Canopy,Q4,3
000971,Midstory,Mic,1
000971,Midstory,Q1,5
000971,Midstory,Q2,5
000971,Midstory,Q3,5
000971,Midstory,Q4,5
000971,Canopy,Mic,5
000971,Canopy,Q1,5
000971,Canopy,Q2,4
000971,Canopy,Q3,3
000971,Canopy,Q4,5
000972,Midstory,Mic,1
000972,Midstory,Q1,1
000972,Midstory,Q2,5
000972,Midstory,Q3,5
000972,Midstory,Q4,5
000972,Canopy,Mic,5
000972,Canopy,Q1,5
000972,Canopy,Q2,5
000972,Canopy,Q3,5
000972,Canopy,Q4,5
000981,Midstory,Mic,1
000981,Midstory,Q1,1
000981,Midstory,Q2,4
000981,Midstory,Q3,2
000981,Midstory,Q4,1
000981,Canopy,Mic,5
000981,Canopy,Q1,5
000981,Canopy,Q2,5
000981,Canopy,Q3,4
000981,Canopy,Q4,5
000982,Midstory,Mic,1
000982,Midstory,Q1,2
000982,Midstory,Q2,1
000982,Midstory,Q3,1
000982,Midstory,Q4,4
000982,Canopy,Mic,2
000982,Canopy,Q1,4
000982,Canopy,Q2,5
000982,Canopy,Q3,5
000982,Canopy,Q4,3
001131,Midstory,Mic,1
001131,Midstory,Q1,5
001131,Midstory,Q2,1
001131,Midstory,Q3,2
001131,Midstory,Q4,1
001131,Canopy,Mic,1
001131,Canopy,Q1,5
001131,Canopy,Q2,1
001131,Canopy,Q3,2
001131,Canopy,Q4,1
001132,Midstory,Mic,1
001132,Midstory,Q1,5
001132,Midstory,Q2,5
001132,Midstory,Q3,2
001132,Midstory,Q4,1
001132,Canopy,Mic,1
001132,Canopy,Q1,5
001132,Canopy,Q2,5
001132,Canopy,Q3,1
001132,Canopy,Q4,2
001211,Midstory,Mic,3
001211,Midstory,Q1,5
001211,Midstory,Q2,5
001211,Midstory,Q3,4
001211,Midstory,Q4,5
001211,Canopy,Mic,2
001211,Canopy,Q1,1
001211,Canopy,Q2,1
001211,Canopy,Q3,5
001211,Canopy,Q4,3
001212,Midstory,Mic,1
001212,Midstory,Q1,5
001212,Midstory,Q2,5
001212,Midstory,Q3,5
001212,Midstory,Q4,4
001212,Canopy,Mic,2
001212,Canopy,Q1,1
001212,Canopy,Q2,1
001212,Canopy,Q3,5
001212,Canopy,Q4,5
001251,Midstory,Mic,1
001251,Midstory,Q1,1
001251,Midstory,Q2,5
001251,Midstory,Q3,3
001251,Midstory,Q4,5
001251,Canopy,Mic,5
001251,Canopy,Q1,5
001251,Canopy,Q2,5
001251,Canopy,Q3,5
001251,Canopy,Q4,4
001252,Midstory,Mic,1
001252,Midstory,Q1,5
001252,Midstory,Q2,4
001252,Midstory,Q3,2
001252,Midstory,Q4,5
001252,Canopy,Mic,4
001252,Canopy,Q1,5
001252,Canopy,Q2,5
001252,Canopy,Q3,5
001252,Canopy,Q4,1
001531,Midstory,Mic,1
001531,Midstory,Q1,1
001531,Midstory,Q2,1
001531,Midstory,Q3,2
001531,Midstory,Q4,4
001531,Canopy,Mic,2
001531,Canopy,Q1,2
001531,Canopy,Q2,5
001531,Canopy,Q3,2
001531,Canopy,Q4,5
001532,Midstory,Mic,1
001532,Midstory,Q1,1
001532,Midstory,Q2,1
001532,Midstory,Q3,1
001532,Midstory,Q4,1
001532,Canopy,Mic,4
001532,Canopy,Q1,1
001532,Canopy,Q2,1
001532,Canopy,Q3,2
001532,Canopy,Q4,3
001551,Midstory,Mic,1
001551,Midstory,Q1,1
001551,Midstory,Q2,1
001551,Midstory,Q3,1
001551,Midstory,Q4,2
001551,Canopy,Mic,1
001551,Canopy,Q1,1
001551,Canopy,Q2,1
001551,Canopy,Q3,1
001551,Canopy,Q4,3
001552,Midstory,Mic,1
001552,Midstory,Q1,1
001552,Midstory,Q2,3
001552,Midstory,Q3,1
001552,Midstory,Q4,1
001552,Canopy,Mic,2
001552,Canopy,Q1,1
001552,Canopy,Q2,5
001552,Canopy,Q3,1
001552,Canopy,Q4,1
001571,Midstory,Mic,1
001571,Midstory,Q1,2
001571,Midstory,Q2,2
001571,Midstory,Q3,1
001571,Midstory,Q4,1
001571,Canopy,Mic,2
001571,Canopy,Q1,5
001571,Canopy,Q2,3
001571,Canopy,Q3,5
001571,Canopy,Q4,5
001572,Midstory,Mic,2
001572,Midstory,Q1,2
001572,Midstory,Q2,5
001572,Midstory,Q3,4
001572,Midstory,Q4,1
001572,Canopy,Mic,5
001572,Canopy,Q1,5
001572,Canopy,Q2,2
001572,Canopy,Q3,5
001572,Canopy,Q4,3
002091,Midstory,Mic,1
002091,Midstory,Q1,2
002091,Midstory,Q2,1
002091,Midstory,Q3,4
002091,Midstory,Q4,4
002091,Canopy,Mic,5
002091,Canopy,Q1,5
002091,Canopy,Q2,1
002091,Canopy,Q3,5
002091,Canopy,Q4,4
002092,Midstory,Mic,1
002092,Midstory,Q1,3
002092,Midstory,Q2,5
002092,Midstory,Q3,4
002092,Midstory,Q4,5
002092,Canopy,Mic,3
002092,Canopy,Q1,1
002092,Canopy,Q2,3
002092,Canopy,Q3,2
002092,Canopy,Q4,1
017301,Midstory,Mic,2
017301,Midstory,Q1,1
017301,Midstory,Q2,5
017301,Midstory,Q3,1
017301,Midstory,Q4,3
017301,Canopy,Mic,2
017301,Canopy,Q1,1
017301,Canopy,Q2,2
017301,Canopy,Q3,1
017301,Canopy,Q4,3
017302,Midstory,Mic,2
017302,Midstory,Q1,1
017302,Midstory,Q2,1
017302,Midstory,Q3,5
017302,Midstory,Q4,1
017302,Canopy,Mic,2
017302,Canopy,Q1,1
017302,Canopy,Q2,1
017302,Canopy,Q3,4
017302,Canopy,Q4,1
017341,Midstory,Mic,1
017341,Midstory,Q1,5
017341,Midstory,Q2,2
017341,Midstory,Q3,2
017341,Midstory,Q4,2
017341,Canopy,Mic,5
017341,Canopy,Q1,4
017341,Canopy,Q2,1
017341,Canopy,Q3,5
017341,Canopy,Q4,1
017342,Midstory,Mic,1
017342,Midstory,Q1,2
017342,Midstory,Q2,1
017342,Midstory,Q3,1
017342,Midstory,Q4,1
017342,Canopy,Mic,5
017342,Canopy,Q1,1
017342,Canopy,Q2,5
017342,Canopy,Q3,4
017342,Canopy,Q4,4
017381,Midstory,Mic,1
017381,Midstory,Q1,2
017381,Midstory,Q2,2
017381,Midstory,Q3,2
017381,Midstory,Q4,1
017381,Canopy,Mic,5
017381,Canopy,Q1,5
017381,Canopy,Q2,5
017381,Canopy,Q3,5
017381,Canopy,Q4,5
017382,Midstory,Mic,1
017382,Midstory,Q1,1
017382,Midstory,Q2,1
017382,Midstory,Q3,5
017382,Midstory,Q4,5
017382,Canopy,Mic,1
017382,Canopy,Q1,5
017382,Canopy,Q2,1
017382,Canopy,Q3,2
017382,Canopy,Q4,4
017411,Midstory,Mic,1
017411,Midstory,Q1,1
017411,Midstory,Q2,5
017411,Midstory,Q3,5
017411,Midstory,Q4,1
017411,Canopy,Mic,2
017411,Canopy,Q1,1
017411,Canopy,Q2,4
017411,Canopy,Q3,5
017411,Canopy,Q4,1
017412,Midstory,Mic,1
017412,Midstory,Q1,5
017412,Midstory,Q2,2
017412,Midstory,Q3,2
017412,Midstory,Q4,5
017412,Canopy,Mic,5
017412,Canopy,Q1,5
017412,Canopy,Q2,3
017412,Canopy,Q3,5
017412,Canopy,Q4,5
017501,Midstory,Mic,1
017501,Midstory,Q1,1
017501,Midstory,Q2,1
017501,Midstory,Q3,4
017501,Midstory,Q4,1
017501,Canopy,Mic,1
017501,Canopy,Q1,1
017501,Canopy,Q2,5
017501,Canopy,Q3,4
017501,Canopy,Q4,1
017502,Midstory,Mic,1
017502,Midstory,Q1,2
017502,Midstory,Q2,1
017502,Midstory,Q3,1
017502,Midstory,Q4,5
017502,Canopy,Mic,1
017502,Canopy,Q1,1
017502,Canopy,Q2,1
017502,Canopy,Q3,1
017502,Canopy,Q4,5
017531,Midstory,Mic,1
017531,Midstory,Q1,1
017531,Midstory,Q2,3
017531,Midstory,Q3,2
017531,Midstory,Q4,4
017531,Canopy,Mic,2
017531,Canopy,Q1,4
017531,Canopy,Q2,5
017531,Canopy,Q3,5
017531,Canopy,Q4,3
017532,Midstory,Mic,1
017532,Midstory,Q1,2
017532,Midstory,Q2,2
017532,Midstory,Q3,2
017532,Midstory,Q4,1
017532,Canopy,Mic,2
017532,Canopy,Q1,3
017532,Canopy,Q2,5
017532,Canopy,Q3,4
017532,Canopy,Q4,5
017541,Midstory,Mic,1
017541,Midstory,Q1,2
017541,Midstory,Q2,1
017541,Midstory,Q3,5
017541,Midstory,Q4,1
017541,Canopy,Mic,5
017541,Canopy,Q1,3
017541,Canopy,Q2,1
017541,Canopy,Q3,5
017541,Canopy,Q4,5
017542,Midstory,Mic,1
017542,Midstory,Q1,1
017542,Midstory,Q2,2
017542,Midstory,Q3,1
017542,Midstory,Q4,5
017542,Canopy,Mic,1
017542,Canopy,Q1,1
017542,Canopy,Q2,5
017542,Canopy,Q3,1
017542,Canopy,Q4,1
017581,Midstory,Mic,1
017581,Midstory,Q1,1
017581,Midstory,Q2,2
017581,Midstory,Q3,1
017581,Midstory,Q4,2
017581,Canopy,Mic,5
017581,Canopy,Q1,5
017581,Canopy,Q2,1
017581,Canopy,Q3,5
017581,Canopy,Q4,3
017582,Midstory,Mic,1
017582,Midstory,Q1,4
017582,Midstory,Q2,1
017582,Midstory,Q3,2
017582,Midstory,Q4,2
017582,Canopy,Mic,5
017582,Canopy,Q1,5
017582,Canopy,Q2,1
017582,Canopy,Q3,3
017582,Canopy,Q4,1
017661,Midstory,Mic,1
017661,Midstory,Q1,1
017661,Midstory,Q2,1
017661,Midstory,Q3,3
017661,Midstory,Q4,5
017661,Canopy,Mic,1
017661,Canopy,Q1,1
017661,Canopy,Q2,1
017661,Canopy,Q3,1
017661,Canopy,Q4,5
017662,Midstory,Mic,1
017662,Midstory,Q1,5
017662,Midstory,Q2,2
017662,Midstory,Q3,5
017662,Midstory,Q4,2
017662,Canopy,Mic,1
017662,Canopy,Q1,1
017662,Canopy,Q2,1
017662,Canopy,Q3,1
017662,Canopy,Q4,3
017691,Midstory,Mic,1
017691,Midstory,Q1,1
017691,Midstory,Q2,2
017691,Midstory,Q3,2
017691,Midstory,Q4,1
017691,Canopy,Mic,1
017691,Canopy,Q1,1
017691,Canopy,Q2,1
017691,Canopy,Q3,1
017691,Canopy,Q4,1
017692,Midstory,Mic,2
017692,Midstory,Q1,1
017692,Midstory,Q2,3
017692,Midstory,Q3,2
017692,Midstory,Q4,1
017692,Canopy,Mic,1
017692,Canopy,Q1,1
017692,Canopy,Q2,1
017692,Canopy,Q3,1
017692,Canopy,Q4,1
017811,Midstory,Mic,1
017811,Midstory,Q1,1
017811,Midstory,Q2,1
017811,Midstory,Q3,1
017811,Midstory,Q4,4
017811,Canopy,Mic,1
017811,Canopy,Q1,1
017811,Canopy,Q2,1
017811,Canopy,Q3,1
017811,Canopy,Q4,2
017812,Midstory,Mic,1
017812,Midstory,Q1,1
017812,Midstory,Q2,3
017812,Midstory,Q3,1
017812,Midstory,Q4,5
017812,Canopy,Mic,1
017812,Canopy,Q1,1
017812,Canopy,Q2,4
017812,Canopy,Q3,1
017812,Canopy,Q4,5
017851,Midstory,Mic,1
017851,Midstory,Q1,1
017851,Midstory,Q2,1
017851,Midstory,Q3,3
017851,Midstory,Q4,1
017851,Canopy,Mic,3
017851,Canopy,Q1,3
017851,Canopy,Q2,1
017851,Canopy,Q3,4
017851,Canopy,Q4,2
017852,Midstory,Mic,1
017852,Midstory,Q1,1
017852,Midstory,Q2,1
017852,Midstory,Q3,1
017852,Midstory,Q4,1
017852,Canopy,Mic,1
017852,Canopy,Q1,2
017852,Canopy,Q2,1
017852,Canopy,Q3,1
017852,Canopy,Q4,1
018011,Midstory,Mic,1
018011,Midstory,Q1,1
018011,Midstory,Q2,1
018011,Midstory,Q3,2
018011,Midstory,Q4,3
018011,Canopy,Mic,1
018011,Canopy,Q1,1
018011,Canopy,Q2,1
018011,Canopy,Q3,2
018011,Canopy,Q4,4
018012,Midstory,Mic,1
018012,Midstory,Q1,1
018012,Midstory,Q2,1
018012,Midstory,Q3,1
018012,Midstory,Q4,3
018012,Canopy,Mic,3
018012,Canopy,Q1,1
018012,Canopy,Q2,2
018012,Canopy,Q3,1
018012,Canopy,Q4,3
018021,Midstory,Mic,1
018021,Midstory,Q1,1
018021,Midstory,Q2,1
018021,Midstory,Q3,5
018021,Midstory,Q4,1
018021,Canopy,Mic,1
018021,Canopy,Q1,1
018021,Canopy,Q2,5
018021,Canopy,Q3,5
018021,Canopy,Q4,1
018022,Midstory,Mic,1
018022,Midstory,Q1,1
018022,Midstory,Q2,1
018022,Midstory,Q3,1
018022,Midstory,Q4,1
018022,Canopy,Mic,1
018022,Canopy,Q1,1
018022,Canopy,Q2,1
018022,Canopy,Q3,1
018022,Canopy,Q4,1
018101,Midstory,Mic,1
018101,Midstory,Q1,1
018101,Midstory,Q2,2
018101,Midstory,Q3,3
018101,Midstory,Q4,3
018101,Canopy,Mic,5
018101,Canopy,Q1,5
018101,Canopy,Q2,5
018101,Canopy,Q3,3
018101,Canopy,Q4,3
018102,Midstory,Mic,1
018102,Midstory,Q1,1
018102,Midstory,Q2,4
018102,Midstory,Q3,2
018102,Midstory,Q4,1
018102,Canopy,Mic,5
018102,Canopy,Q1,5
018102,Canopy,Q2,5
018102,Canopy,Q3,5
018102,Canopy,Q4,5
018171,Midstory,Mic,1
018171,Midstory,Q1,3
018171,Midstory,Q2,2
018171,Midstory,Q3,2
018171,Midstory,Q4,2
018171,Canopy,Mic,5
018171,Canopy,Q1,5
018171,Canopy,Q2,5
018171,Canopy,Q3,5
018171,Canopy,Q4,5
018172,Midstory,Mic,1
018172,Midstory,Q1,1
018172,Midstory,Q2,3
018172,Midstory,Q3,3
018172,Midstory,Q4,2
018172,Canopy,Mic,5
018172,Canopy,Q1,5
018172,Canopy,Q2,5
018172,Canopy,Q3,5
018172,Canopy,Q4,5
018451,Midstory,Mic,1
018451,Midstory,Q1,1
018451,Midstory,Q2,1
018451,Midstory,Q3,1
018451,Midstory,Q4,3
018451,Canopy,Mic,3
018451,Canopy,Q1,1
018451,Canopy,Q2,1
018451,Canopy,Q3,1
018451,Canopy,Q4,3
018452,Midstory,Mic,1
018452,Midstory,Q1,5
018452,Midstory,Q2,5
018452,Midstory,Q3,1
018452,Midstory,Q4,4
018452,Canopy,Mic,1
018452,Canopy,Q1,5
018452,Canopy,Q2,3
018452,Canopy,Q3,1
018452,Canopy,Q4,5
018651,Midstory,Mic,1
018651,Midstory,Q1,3
018651,Midstory,Q2,1
018651,Midstory,Q3,1
018651,Midstory,Q4,5
018651,Canopy,Mic,1
018651,Canopy,Q1,5
018651,Canopy,Q2,1
018651,Canopy,Q3,1
018651,Canopy,Q4,5
018652,Midstory,Mic,1
018652,Midstory,Q1,1
018652,Midstory,Q2,5
018652,Midstory,Q3,5
018652,Midstory,Q4,3
018652,Canopy,Mic,1
018652,Canopy,Q1,1
018652,Canopy,Q2,5
018652,Canopy,Q3,5
018652,Canopy,Q4,5
018661,Midstory,Mic,1
018661,Midstory,Q1,5
018661,Midstory,Q2,5
018661,Midstory,Q3,1
018661,Midstory,Q4,1
018661,Canopy,Mic,1
018661,Canopy,Q1,2
018661,Canopy,Q2,3
018661,Canopy,Q3,1
018661,Canopy,Q4,1
018662,Midstory,Mic,1
018662,Midstory,Q1,5
018662,Midstory,Q2,5
018662,Midstory,Q3,1
018662,Midstory,Q4,5
018662,Canopy,Mic,1
018662,Canopy,Q1,2
018662,Canopy,Q2,2
018662,Canopy,Q3,1
018662,Canopy,Q4,1
018781,Midstory,Mic,1
018781,Midstory,Q1,1
018781,Midstory,Q2,2
018781,Midstory,Q3,2
018781,Midstory,Q4,1
018781,Canopy,Mic,1
018781,Canopy,Q1,1
018781,Canopy,Q2,1
018781,Canopy,Q3,1
018781,Canopy,Q4,2
018782,Midstory,Mic,1
018782,Midstory,Q1,1
018782,Midstory,Q2,1
018782,Midstory,Q3,5
018782,Midstory,Q4,2
018782,Canopy,Mic,1
018782,Canopy,Q1,1
018782,Canopy,Q2,1
018782,Canopy,Q3,5
018782,Canopy,Q4,1
018931,Midstory,Mic,1
018931,Midstory,Q1,1
018931,Midstory,Q2,1
018931,Midstory,Q3,5
018931,Midstory,Q4,3
018931,Canopy,Mic,1
018931,Canopy,Q1,1
018931,Canopy,Q2,1
018931,Canopy,Q3,5
018931,Canopy,Q4,1
018932,Midstory,Mic,1
018932,Midstory,Q1,4
018932,Midstory,Q2,1
018932,Midstory,Q3,1
018932,Midstory,Q4,1
018932,Canopy,Mic,1
018932,Canopy,Q1,4
018932,Canopy,Q2,1
018932,Canopy,Q3,1
018932,Canopy,Q4,1
018941,Midstory,Mic,1
018941,Midstory,Q1,4
018941,Midstory,Q2,2
018941,Midstory,Q3,5
018941,Midstory,Q4,5
018941,Canopy,Mic,1
018941,Canopy,Q1,1
018941,Canopy,Q2,1
018941,Canopy,Q3,2
018941,Canopy,Q4,2
018942,Midstory,Mic,1
018942,Midstory,Q1,5
018942,Midstory,Q2,5
018942,Midstory,Q3,5
018942,Midstory,Q4,4
018942,Canopy,Mic,5
018942,Canopy,Q1,5
018942,Canopy,Q2,1
018942,Canopy,Q3,2
018942,Canopy,Q4,5
019061,Midstory,Mic,1
019061,Midstory,Q1,4
019061,Midstory,Q2,4
019061,Midstory,Q3,2
019061,Midstory,Q4,2
019061,Canopy,Mic,1
019061,Canopy,Q1,5
019061,Canopy,Q2,5
019061,Canopy,Q3,1
019061,Canopy,Q4,5
019062,Midstory,Mic,5
019062,Midstory,Q1,3
019062,Midstory,Q2,2
019062,Midstory,Q3,1
019062,Midstory,Q4,1
019062,Canopy,Mic,5
019062,Canopy,Q1,5
019062,Canopy,Q2,5
019062,Canopy,Q3,5
019062,Canopy,Q4,1
010431,Midstory,Mic,1
010431,Midstory,Q1,1
010431,Midstory,Q2,1
010431,Midstory,Q3,1
010431,Midstory,Q4,3
010431,Canopy,Mic,4
010431,Canopy,Q1,1
010431,Canopy,Q2,2
010431,Canopy,Q3,2
010431,Canopy,Q4,5
010432,Midstory,Mic,1
010432,Midstory,Q1,2
010432,Midstory,Q2,1
010432,Midstory,Q3,1
010432,Midstory,Q4,1
010432,Canopy,Mic,1
010432,Canopy,Q1,1
010432,Canopy,Q2,1
010432,Canopy,Q3,1
010432,Canopy,Q4,1
009562,Midstory,Mic,1
009562,Midstory,Q1,1
009562,Midstory,Q2,5
009562,Midstory,Q3,1
009562,Midstory,Q4,1
009562,Canopy,Mic,1
009562,Canopy,Q1,1
009562,Canopy,Q2,1
009562,Canopy,Q3,1
009562,Canopy,Q4,1
009561,Midstory,Mic,2
009561,Midstory,Q1,2
009561,Midstory,Q2,5
009561,Midstory,Q3,2
009561,Midstory,Q4,1
009561,Canopy,Mic,1
009561,Canopy,Q1,3
009561,Canopy,Q2,3
009561,Canopy,Q3,2
009561,Canopy,Q4,1
010041,Midstory,Mic,1
010041,Midstory,Q1,2
010041,Midstory,Q2,1
010041,Midstory,Q3,1
010041,Midstory,Q4,5
010041,Canopy,Mic,5
010041,Canopy,Q1,5
010041,Canopy,Q2,5
010041,Canopy,Q3,1
010041,Canopy,Q4,4
010042,Midstory,Mic,1
010042,Midstory,Q1,1
010042,Midstory,Q2,5
010042,Midstory,Q3,5
010042,Midstory,Q4,5
010042,Canopy,Mic,5
010042,Canopy,Q1,5
010042,Canopy,Q2,5
010042,Canopy,Q3,5
010042,Canopy,Q4,5
008722,Midstory,Mic,1
008722,Midstory,Q1,5
008722,Midstory,Q2,1
008722,Midstory,Q3,1
008722,Midstory,Q4,3
008722,Canopy,Mic,1
008722,Canopy,Q1,1
008722,Canopy,Q2,1
008722,Canopy,Q3,1
008722,Canopy,Q4,4
008721,Midstory,Mic,1
008721,Midstory,Q1,5
008721,Midstory,Q2,1
008721,Midstory,Q3,1
008721,Midstory,Q4,1
008721,Canopy,Mic,1
008721,Canopy,Q1,3
008721,Canopy,Q2,1
008721,Canopy,Q3,1
008721,Canopy,Q4,1
009581,Midstory,Mic,2
009581,Midstory,Q1,1
009581,Midstory,Q2,5
009581,Midstory,Q3,5
009581,Midstory,Q4,3
009581,Canopy,Mic,1
009581,Canopy,Q1,1
009581,Canopy,Q2,1
009581,Canopy,Q3,1
009581,Canopy,Q4,1
009582,Midstory,Mic,1
009582,Midstory,Q1,5
009582,Midstory,Q2,5
009582,Midstory,Q3,5
009582,Midstory,Q4,5
009582,Canopy,Mic,2
009582,Canopy,Q1,1
009582,Canopy,Q2,5
009582,Canopy,Q3,1
009582,Canopy,Q4,1
008981,Midstory,Mic,1
008981,Midstory,Q1,2
008981,Midstory,Q2,1
008981,Midstory,Q3,2
008981,Midstory,Q4,1
008981,Canopy,Mic,5
008981,Canopy,Q1,5
008981,Canopy,Q2,1
008981,Canopy,Q3,1
008981,Canopy,Q4,5
008982,Midstory,Mic,1
008982,Midstory,Q1,1
008982,Midstory,Q2,3
008982,Midstory,Q3,1
008982,Midstory,Q4,5
008982,Canopy,Mic,4
008982,Canopy,Q1,5
008982,Canopy,Q2,5
008982,Canopy,Q3,2
008982,Canopy,Q4,5
009841,Midstory,Mic,1
009841,Midstory,Q1,3
009841,Midstory,Q2,5
009841,Midstory,Q3,1
009841,Midstory,Q4,5
009841,Canopy,Mic,5
009841,Canopy,Q1,5
009841,Canopy,Q2,1
